Column,Notice Date,Effective Date,Received Date,Company,Company 2,City,County,Employees,Layoff/Closure,County Orig,Year,Layoff/Closure clean
4090,04/03/2020,04/07/2020,04/20/2020,D.H. Smith Company,D.H. Smith Company,San Jose,Santa Clara County,170.0,Layoff Temporary,Santa Clara County,2020,layoff temporary
4091,04/06/2020,03/27/2020,04/20/2020,Andro's Rostilj,Andro's Rostilj,Campbell,Santa Clara County,146.0,Layoff Temporary,Santa Clara County,2020,layoff temporary
4092,04/06/2020,03/29/2020,04/20/2020,Andro's Rostilj,Andro's Rostilj,Campbell,Santa Clara County,146.0,Layoff Temporary,Santa Clara County,2020,layoff temporary
4093,04/06/2020,03/20/2020,04/20/2020,"Doubletree Employer LLC, dba DoubletreeHotels - San Jose",Double Tree,San Jose,Santa Clara County,260.0,Layoff Temporary,Santa Clara County,2020,layoff temporary
4094,04/06/2020,03/20/2020,04/20/2020,Embassy Suites Santa Clara - Silicon Valley,Embassy Suites,Santa Clara,Santa Clara County,76.0,Layoff Temporary,Santa Clara County,2020,layoff temporary
4095,04/02/2020,03/24/2020,04/20/2020,Pancakes 3552 INC,Pancakes INC,San Jose,Santa Clara County,82.0,Layoff Unknown at thistime,Santa Clara County,2020,layoff type unknown
4096,04/02/2020,03/24/2020,04/20/2020,Pancakes 688 INC,Pancakes INC,Vallejo,Solano County,29.0,Layoff Unknown at thistime,Solano County,2020,layoff type unknown
4097,03/17/2020,03/18/2020,04/20/2020,"23 Bottles of Beer, LLC","23 Bottles of Beer, LLC",Windsor,Sonoma County,90.0,Layoff Temporary,Sonoma County,2020,layoff temporary
4098,04/06/2020,04/10/2020,04/20/2020,Howard Prep formerly Howard Training Center,Howard Prep formerly Howard Training Center,Modesto,Stanislaus County,35.0,Layoff Permanent,Stanislaus County,2020,layoff permanent
4099,04/01/2020,04/01/2020,04/20/2020,"Systems Pavers, Inc.",Systems Pavers,Newbury Park,Ventura County,9.0,Layoff Temporary,Ventura County,2020,layoff temporary
4100,03/07/2020,03/12/2020,04/18/2020,Residence Inn by Marriott Fremont,Residence Inn ,Fremont,Alameda County,3.0,Layoff Temporary,Alameda County,2020,layoff temporary
4101,04/02/2020,03/31/2020,04/18/2020,"California State University, Fresno Association,Inc.","California State University, Fresno Association,Inc.",Fresno,Fresno County,85.0,Layoff Temporary,Fresno County,2020,layoff temporary
4102,04/07/2020,03/12/2020,04/18/2020,Hampton Inn & Suites Lancaster,Hampton Inn & Suites,Lancaster,Los Angeles County,12.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
4103,04/07/2020,03/12/2020,04/18/2020,Homewood Suites Lancaster,Homewood Suites,Lancaster,Los Angeles County,12.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
4104,04/07/2020,03/12/2020,04/18/2020,Hyatt House El Segundo,Hyatt House El Segundo,El Segundo,Los Angeles County,5.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
4105,04/03/2020,04/02/2020,04/18/2020,"GUESS, INC.","GUESS, INC.",Los Angeles,Los Angeles County,33.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
4106,04/03/2020,04/02/2020,04/18/2020,"GUESS, INC.","GUESS, INC.",Los Angeles,Los Angeles County,34.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
4107,04/03/2020,04/02/2020,04/18/2020,"GUESS, INC.","GUESS, INC.",Los Angeles,Los Angeles County,61.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
4108,04/03/2020,04/02/2020,04/18/2020,"GUESS, INC.","GUESS, INC.",Los Angeles,Los Angeles County,84.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
4109,04/03/2020,04/06/2020,04/18/2020,Singer Vehicle Design,Singer Vehicle Design,Sun Valley,Los Angeles County,56.0,Closure Temporary,Los Angeles County,2020,closure temporary
4110,03/31/2020,03/27/2020,04/18/2020,Holiday Inn Los Angeles Gateway Torrance,Holiday Inn,Torrance,Los Angeles County,50.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
4111,04/02/2020,03/31/2020,04/18/2020,William Morris Endeavor Entertainment LLC,William Morris Endeavor Entertainment LLC,Beverly Hills,Los Angeles County,83.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
4112,04/02/2020,04/02/2020,04/18/2020,"Guess, Inc.","GUESS, INC.",Los Angeles,Los Angeles County,382.0,Closure Temporary,Los Angeles County,2020,closure temporary
4113,03/31/2020,04/03/2020,04/18/2020,Capital Textiles Group Inc,"Capital Textile Group, Inc.",Carson,Los Angeles County,35.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
4114,04/06/2020,04/05/2020,04/18/2020,H&M Hennes & Mauritz LP dba & Other Stories,H&M Hennes & Mauritz LP,Costa Mesa,Orange County,13.0,Layoff Temporary,Orange County,2020,layoff temporary
4115,04/06/2020,04/05/2020,04/18/2020,H&M Hennes & Mauritz LP dba COS,H&M Hennes & Mauritz LP,Costa Mesa,Orange County,22.0,Layoff Temporary,Orange County,2020,layoff temporary
4116,04/06/2020,03/30/2020,04/18/2020,ABM's B&I Group,ABM's B&I Group,Tustin,Orange County,72.0,Layoff Temporary,Orange County,2020,layoff temporary
4117,04/03/2020,04/06/2020,04/18/2020,Kerr Corporation,Kerr Corporation,Orange,Orange County,157.0,Layoff Temporary,Orange County,2020,layoff temporary
4118,04/07/2020,03/12/2020,04/18/2020,Residence Inn by Marriott Anaheim &ndash;Garden Grove,Residence Inn ,Garden Grove,Orange County,16.0,Layoff Temporary,Orange County,2020,layoff temporary
4119,04/06/2020,04/12/2020,04/18/2020,"BIOLASE, Inc.","BIOLASE, Inc.",Irvine,Orange County,69.0,Layoff Temporary,Orange County,2020,layoff temporary
4120,03/30/2020,03/17/2020,04/18/2020,Selland Family Restaurants,Selland Family Restaurants,Sacramento,Sacramento County,48.0,Layoff Temporary,Sacramento County,2020,layoff temporary
4121,03/28/2020,03/20/2020,04/18/2020,KHRG Employer LLC (dba Hotel Palomar SanDiego),KHRG Employer LLC (dba Hotel Palomar SanDiego),San Diego,San Diego County,119.0,Layoff Temporary,San Diego County,2020,layoff temporary
4122,04/06/2020,04/05/2020,04/18/2020,H&M Hennes & Mauritz,H&M Hennes & Mauritz LP,Chula Vista,San Diego County,15.0,Layoff Temporary,San Diego County,2020,layoff temporary
4123,04/07/2020,04/12/2020,04/18/2020,Hyatt House Belmont,Hyatt House Belmont,Belmont,San Mateo County,1.0,Layoff Temporary,San Mateo County,2020,layoff temporary
4124,04/06/2020,04/05/2020,04/18/2020,H&M Hennes & Maurtiz LP,H&M Hennes & Mauritz LP,Santa Barbara,Santa Barbara County,20.0,Layoff Temporary,Santa Barbara County,2020,layoff temporary
4125,03/27/2020,03/27/2020,04/18/2020,Skyline Engineered Systems,Skyline Engineered Systems,Mountain View,Santa Clara County,6.0,Layoff Temporary,Santa Clara County,2020,layoff temporary
4126,04/03/2020,04/12/2020,04/18/2020,Addison-Penzak Community Center of SiliconValley,Addison-Penzak Community Center of SiliconValley,Los Gatos,Santa Clara County,130.0,Layoff Temporary,Santa Clara County,2020,layoff temporary
4127,04/06/2020,04/05/2020,04/18/2020,H&M Hennes and Mauritz LP,H&M Hennes & Mauritz LP,Ventura,Ventura County,13.0,Layoff Temporary,Ventura County,2020,layoff temporary
4128,03/31/2020,03/16/2020,04/18/2020,"Highgate Hotels, L.P. dba Huntington Hotel","Highgate Hotels, L.P. ",San Francisco,San Francisco County,184.0,Layoff Temporary,San Francisco County,2020,layoff temporary
4129,04/03/2020,03/16/2020,04/18/2020,"Trifecta JLS I, Inc. dba plank","Trifecta JLS I, Inc. dba plank",Oakland,Alameda County,86.0,Layoff Temporary,Alameda County,2020,layoff temporary
4130,04/03/2020,03/20/2020,04/18/2020,Embassy Suites Employer LLC DBA EmbassySuites by Hilton Downey,Embassy Suites,Downey,Los Angeles County,88.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
4131,04/01/2020,04/01/2020,04/18/2020,"ROKU Sunset, LLC DBA ROKU","ROKU Sunset, LLC DBA ROKU",West Hollywood,Los Angeles County,49.0,Closure Permanent,Los Angeles County,2020,closure permanent
4132,03/26/2020,03/18/2020,04/18/2020,Stacked Restaurants dba Stacked RestaurantLos Cerritos Center,Stacked Restaurants ,Cerritos,Los Angeles County,59.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
4133,03/26/2020,03/18/2020,04/18/2020,Stacked Restaurants dba Stacked RestaurantDel Amo Fashion Center,Stacked Restaurants ,Torrance,Los Angeles County,36.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
4134,03/26/2020,03/18/2020,04/18/2020,Stacked Restaurants dba Stacked RestaurantEdinger Plaza,Stacked Restaurants ,Huntington Beach,Orange County,65.0,Layoff Temporary,Orange County,2020,layoff temporary
4135,03/26/2020,03/22/2020,04/18/2020,Stacked Restaurants dba Stacked Office,Stacked Restaurants ,Santa Ana,Orange County,10.0,Layoff Temporary,Orange County,2020,layoff temporary
4136,03/31/2020,03/31/2020,04/18/2020,Impac Mortgage Holdings Inc,Impac Mortgage Holdings Inc,Irvine,Orange County,333.0,Layoff Temporary,Orange County,2020,layoff temporary
4137,04/07/2020,03/19/2020,04/18/2020,Rehab United Sports Medicine and PhysicalTherapy,Rehab United Sports Medicine and PhysicalTherapy,San Diego,San Diego County,39.0,Layoff Temporary,San Diego County,2020,layoff temporary
4138,03/26/2020,03/20/2020,04/18/2020,Stacked Restaurants dba Stacked RestaurantFashion Valley Mall,Stacked Restaurants ,San Diego,San Diego County,57.0,Layoff Temporary,San Diego County,2020,layoff temporary
4139,04/04/2020,03/23/2020,04/18/2020,San Francisco Giants,San Francisco Giants,San Francisco,San Francisco County,1200.0,Layoff Temporary,San Francisco County,2020,layoff temporary
4140,04/03/2020,04/03/2020,04/18/2020,"Mindbody, Inc.","Mindbody, Inc.",San Luis Obispo,San Luis Obispo County,300.0,Layoff Permanent,San Luis Obispo County,2020,layoff permanent
4141,03/31/2020,03/17/2020,04/18/2020,Triptych Studios Inc (dba Designs by Sandra),True Food Kitchen,Sunnyvale,Santa Clara County,7.0,Layoff Temporary,Santa Clara County,2020,layoff temporary
4142,04/17/2020,03/19/2020,04/18/2020,"US Perma, Inc. DBA California Tile Installers",US Perma Inc. ,San Jose,Santa Clara County,50.0,Layoff Temporary,Santa Clara County,2020,layoff temporary
4143,04/06/2020,04/01/2020,04/18/2020,KVAL Inc.,KVAL Inc.,Petaluma,Sonoma County,70.0,Closure Temporary,Sonoma County,2020,closure temporary
4144,03/26/2020,03/18/2020,04/18/2020,Stacked Restaurants dba Stacked Restaurantthe Oaks Mall,Stacked Restaurants ,Thousand Oaks,Ventura County,51.0,Layoff Temporary,Ventura County,2020,layoff temporary
4145,04/01/2020,04/01/2020,04/17/2020,JW Peterson Painting Inc.,JW Peterson Painting Inc.,Livermore,Alameda County,119.0,Layoff Temporary,Alameda County,2020,layoff temporary
4146,04/02/2020,03/23/2020,04/17/2020,Jemico LLC d/b/a Renewal by Anderson,Jemico LLC d/b/a Renewal by Anderson,Hayward,Alameda County,104.0,Layoff Temporary,Alameda County,2020,layoff temporary
4147,04/03/2020,04/06/2020,04/17/2020,Hexcel Corporation,Hexcel Corporation,Dublin,Alameda County,50.0,Layoff Temporary,Alameda County,2020,layoff temporary
4148,03/26/2020,03/26/2020,04/17/2020,"Elegance International, Inc.","Elegance International, Inc.",Hollywood,Los Angeles County,5.0,Closure Permanent,Los Angeles County,2020,closure permanent
4149,03/28/2020,03/28/2020,04/17/2020,Honda of DTLA,Honda of DTLA,Los Angeles,Los Angeles County,97.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
4150,03/25/2020,03/25/2020,04/17/2020,"Marge Carson, Inc.","Marge Carson, Inc.",Pomona,Los Angeles County,61.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
4151,04/03/2020,04/03/2020,04/17/2020,Printful Inc.,Printful Inc.,Chatsworth,Los Angeles County,64.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
4152,04/03/2020,04/03/2020,04/17/2020,The Hollywood Roosevelt,The Hollywood Roosevelt,Los Angeles,Los Angeles County,318.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
4153,04/03/2020,03/25/2020,04/17/2020,Juicerie 2 LLC dba The Butcher's Daughter,Juicerie 2 LLC dba The Butcher's Daughter,Venice,Los Angeles County,76.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
4154,04/03/2020,03/20/2020,04/17/2020,Rescue Mission Alliance dba Reseda SuperThrift Store,Rescue Mission Alliance,Reseda,Los Angeles County,4.0,Closure Temporary,Los Angeles County,2020,closure temporary
4155,04/03/2020,03/20/2020,04/17/2020,Rescue Mission Alliance dba Super Thrift Store,Rescue Mission Alliance,North Hollywood,Los Angeles County,27.0,Closure Temporary,Los Angeles County,2020,closure temporary
4156,04/03/2020,03/16/2020,04/17/2020,JW Marriott Le Merigot,JW Marriott Le Merigot,Santa Monica,Los Angeles County,137.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
4157,04/06/2020,03/12/2020,04/17/2020,Hampton Inn & Suites Lancaster,Hampton Inn & Suites,Lancaster,Los Angeles County,12.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
4158,04/03/2020,04/05/2020,04/17/2020,Madame Tussads Hollywood LLC,Madame Tussads,Los Angeles,Los Angeles County,57.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
4159,04/02/2020,03/30/2020,04/17/2020,"Musician's Institute International, Inc.","Musician's Institute International, Inc.",Hollywood,Los Angeles County,123.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
4160,04/02/2020,03/20/2020,04/17/2020,"Frontier Auto Sales, Inc. dba Frontier Toyota","Frontier Auto Sales, Inc. dba Frontier Toyota",Valencia,Los Angeles County,106.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
4161,04/02/2020,04/06/2020,04/17/2020,"Panavision GP, Inc.","Panavision GP, Inc.",Woodland Hills,Los Angeles County,228.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
4162,04/02/2020,03/18/2020,04/17/2020,"Magic Laundry Services, Inc.","Magic Laundry Services, Inc.",Montebello,Los Angeles County,439.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
4163,04/01/2020,03/20/2020,04/17/2020,"Circus Dog Productions, Inc","Circus Dog Productions, Inc",Valley Village,Los Angeles County,60.0,Closure Temporary,Los Angeles County,2020,closure temporary
4164,04/03/2020,03/15/2020,04/17/2020,Esalen Institute,Esalen Institute,Big Sur,Monterey County,51.0,Layoff Permanent,Monterey County,2020,layoff permanent
4165,04/02/2020,04/01/2020,04/17/2020,CB Harvesting LLC,CB Harvesting LLC,Salinas,Monterey County,29.0,Layoff Permanent,Monterey County,2020,layoff permanent
4166,04/02/2020,04/01/2020,04/17/2020,Church Brothers LLC,Church Brothers LLC,Salinas,Monterey County,22.0,Layoff Permanent,Monterey County,2020,layoff permanent
4167,04/05/2020,04/06/2020,04/17/2020,Barnes & Noble College Booksellers LLC,Barnes & Noble College Booksellers LLC,Irvine,Orange County,57.0,Layoff Temporary,Orange County,2020,layoff temporary
4168,04/06/2020,03/23/2020,04/17/2020,Doubletree by Hilton Hotel Irvine Spectrum,Double Tree,Irvine,Orange County,68.0,Layoff Temporary,Orange County,2020,layoff temporary
4169,04/06/2020,03/23/2020,04/17/2020,Doubletree by Hilton Hotel Santa Ana/OrangeCounty Airport,Double Tree,Santa Ana,Orange County,72.0,Layoff Temporary,Orange County,2020,layoff temporary
4170,04/06/2020,03/23/2020,04/17/2020,Pasea Hotel and Spa,Pasea Hotel and Spa,Huntington Beach,Orange County,277.0,Layoff Temporary,Orange County,2020,layoff temporary
4171,04/02/2020,04/03/2020,04/17/2020,"Kirkhill, Inc.","Kirkhill, Inc.",Brea,Orange County,79.0,Layoff Permanent,Orange County,2020,layoff permanent
4172,04/03/2020,04/05/2020,04/17/2020,Eaton Corporation,Eaton Corporation,Irvine,Orange County,85.0,Layoff Temporary,Orange County,2020,layoff temporary
4173,04/03/2020,03/30/2020,04/17/2020,"Irvine Management Company, dba IrvineCompany",Irvine Management Company,Irvine,Orange County,1059.0,Layoff Temporary,Orange County,2020,layoff temporary
4174,03/30/2020,04/09/2020,04/17/2020,Marriott Laguna Cliffs Resort,Marriott Laguna Cliffs Resort,Dana Point,Orange County,256.0,Layoff Temporary,Orange County,2020,layoff temporary
4175,04/02/2020,03/30/2020,04/17/2020,"Vince's, LLC","Vince's, LLC",Newport Beach,Orange County,7.0,Layoff Temporary,Orange County,2020,layoff temporary
4176,04/02/2020,03/27/2020,04/17/2020,Hybrid Promotions LLC,"Hybrid Promotions, LLC",Huntington Beach,Orange County,86.0,Layoff Temporary,Orange County,2020,layoff temporary
4177,03/17/2020,03/17/2020,04/17/2020,Hotcakes Inc - IHOP 922,"Hotcakes, Inc.",Costa Mesa,Orange County,54.0,Closure Unknown at thistime,Orange County,2020,closure type unknown
4178,03/25/2020,03/04/2020,04/17/2020,"Sheraton Operating Corporation, DBA TheWestin South Coast Plaza",Sheraton Operating Corporation ,Costa Mesa,Orange County,187.0,Layoff Temporary,Orange County,2020,layoff temporary
4179,04/03/2020,04/03/2020,04/17/2020,"Squaw Valley Ski Holdings, LLC","Squaw Valley Ski Holdings, LLC",Olympic Valley,Placer County,89.0,Layoff Temporary,Placer County,2020,layoff temporary
4180,03/20/2020,03/23/2020,04/17/2020,"Avalon PS HM LLC, dba Ingleside & Melvyn'sRestaurant",Avalon PS HM LLC,Palm Springs,Riverside County,72.0,Closure Temporary,Riverside County,2020,closure temporary
4181,03/20/2020,03/20/2020,04/17/2020,"Avalon PS HM LLC, dba Avalon Palm Springs",Avalon PS HM LLC,Palm Springs,Riverside County,72.0,Closure Temporary,Riverside County,2020,closure temporary
4182,04/02/2020,03/21/2020,04/17/2020,Fender Musical Instruments Corporation,Fender Musical Instruments Corporation,Corona,Riverside County,13.0,Layoff Temporary,Riverside County,2020,layoff temporary
4183,04/01/2020,03/31/2020,04/17/2020,Pechanga Resorts Incorporated dba TemeculaCreek Inn,Pechanga Resorts Incorporated dba TemeculaCreek Inn,Temecula,Riverside County,248.0,Layoff Unknown at thistime,Riverside County,2020,layoff type unknown
4184,04/02/2020,04/01/2020,04/17/2020,True Leaf Farms LLC,True Leaf Farms,San Juan Bautista,San Benito County,27.0,Layoff Permanent,San Benito County,2020,layoff permanent
4185,04/02/2020,03/12/2020,04/17/2020,Faifield Inn & Suites Twentynine Palms,Faifield Inn & Suites Twentynine Palms,Twentynine Palms,San Bernardino County,1.0,Layoff Temporary,San Bernardino County,2020,layoff temporary
4186,04/03/2020,04/12/2020,04/17/2020,Under Armour Rialto Distribution House,Under Armour,Rialto,San Bernardino County,155.0,Layoff Permanent,San Bernardino County,2020,layoff permanent
4187,04/03/2020,03/20/2020,04/17/2020,Rescue Mission Alliance dba Victor ValleySuper Thrift Store,Rescue Mission Alliance,Hesperia,San Bernardino County,13.0,Closure Temporary,San Bernardino County,2020,closure temporary
4188,03/17/2020,03/16/2020,04/17/2020,Hotcakes Inc,"Hotcakes, Inc.",National City,San Diego County,95.0,Closure Unknown at thistime,San Diego County,2020,closure type unknown
