Column,Notice Date,Effective Date,Received Date,Company,Company 2,City,County,Employees,Layoff/Closure,Year
2519,03/20/2020,03/18/2020,05/15/2020,Longo Toyota,Longo Toyota,El Monte,Los Angeles County,124.0,layoff temporary,2020
2520,03/20/2020,03/16/2020,05/15/2020,"Rectory Vibiana, LLC dba Redbird","Rectory Vibiana, LLC dba Redbird",Los Angeles,Los Angeles County,125.0,layoff temporary,2020
2521,03/20/2020,03/16/2020,05/15/2020,"Republique, LLC","Republique, LLC",Los Angeles,Los Angeles County,212.0,layoff temporary,2020
2522,03/20/2020,03/16/2020,05/15/2020,"The Rose Cafe & Market, Inc.","The Rose Cafe & Market, Inc.",Venice,Los Angeles County,210.0,layoff temporary,2020
2523,03/20/2020,03/16/2020,05/15/2020,"Anaibiv, LLC","Anaibiv, LLC",Los Angeles,Los Angeles County,5.0,layoff temporary,2020
2524,03/23/2020,03/16/2020,05/15/2020,Arroyo Partners LLC dba Arroyo Chop House,Arroyo Partners LLC dba Arroyo Chop House,Pasadena,Los Angeles County,45.0,layoff temporary,2020
2525,03/20/2020,03/20/2020,05/15/2020,Lunada Bay Corporation,Lunada Bay Corporation,Anaheim,Orange County,58.0,layoff permanent,2020
2526,03/20/2020,03/16/2020,05/15/2020,SodexoMAGIC at Disneyland,Sodexo,Anaheim,Orange County,100.0,closure temporary,2020
2527,05/15/2020,05/01/2020,05/15/2020,"Amada America, Inc.","Amada America, Inc.",Brea,Orange County,34.0,layoff type unknown,2020
2528,03/19/2020,03/19/2020,05/15/2020,Associated Students Sacramento State,Associated Students Sacramento State,Sacramento,Sacramento County,227.0,layoff type unknown,2020
2529,03/25/2020,03/23/2020,05/15/2020,"SRZ Automotive Group, Inc dba Folsom LakeHonda","SRZ Automotive Group, Inc dba Folsom LakeHonda",Rancho Cordova,Sacramento County,93.0,layoff temporary,2020
2530,03/20/2020,03/19/2020,05/15/2020,"Dolphin Hotel Management, LLC","Dolphin Hotel Management, LLC",San Diego,San Diego County,75.0,layoff temporary,2020
2531,03/20/2020,03/20/2020,05/15/2020,San Ysidro Health,San Ysidro Health,Chula Vista,San Diego County,111.0,layoff temporary,2020
2532,05/06/2020,07/06/2020,05/15/2020,Airbnb,Airbnb,San Francisco,San Francisco County,661.0,layoff permanent,2020
2533,03/25/2020,03/23/2020,05/15/2020,"Stockton Auto Cars, Inc dba Stockton Honda","Stockton Auto Cars, Inc dba Stockton Honda",Stockton,San Joaquin County,77.0,layoff temporary,2020
2534,03/25/2020,03/23/2020,05/15/2020,"Auto Town, Inc dba Toyota Town","Auto Town, Inc dba Toyota Town",Stockton,San Joaquin County,61.0,layoff temporary,2020
2535,03/27/2020,03/17/2020,05/15/2020,YMCA of Silicon Valley,YMCA,Santa Clara,Santa Clara County,1657.0,layoff type unknown,2020
2536,03/20/2020,03/20/2020,05/15/2020,"Renaissance Hotel MGMT CO, LLC",Renaissance Hotel,Sonoma,Sonoma County,172.0,layoff temporary,2020
2537,04/23/2020,04/23/2020,05/14/2020,RICOH,RICOH,Livermore,Alameda County,3.0,layoff permanent,2020
2538,03/27/2020,04/27/2020,05/14/2020,Clearedge Lending,Clearedge Lending,Walnut Creek,Contra Costa County,7.0,layoff permanent,2020
2539,03/22/2020,03/22/2020,05/14/2020,MONDRIAN,MONDRIAN,West Hollywood,Los Angeles County,115.0,layoff temporary,2020
2540,03/24/2020,03/20/2020,05/14/2020,FSC Corporation dba Il Pastaio,FSC Corporation dba Il Pastaio,Beverly Hills,Los Angeles County,148.0,layoff type unknown,2020
2541,03/12/2020,03/13/2020,05/14/2020,"Comedy Club of Los Angeles, LLC dbaHollywood Improv",Comedy Club,Los Angeles,Los Angeles County,71.0,layoff temporary,2020
2542,03/20/2020,03/29/2020,05/14/2020,Spago -  Beverly Hills,Spago -  Beverly Hills,Beverly Hills,Los Angeles County,133.0,layoff temporary,2020
2543,03/20/2020,03/17/2020,05/14/2020,"Rio Vista Development Company, LP dba TheGarland","Rio Vista Development Company, LP dba TheGarland",North Hollywood,Los Angeles County,228.0,layoff temporary,2020
2544,03/20/2020,03/17/2020,05/14/2020,Sheraton Los Angeles San Gabriel,Sheraton Hotel,San Gabriel,Los Angeles County,106.0,layoff temporary,2020
2545,03/20/2020,03/16/2020,05/14/2020,"Sprout JK Coffee, LLC dba Destroyer Store",Sprout,Culver City,Los Angeles County,15.0,layoff temporary,2020
2546,03/20/2020,03/16/2020,05/14/2020,"Tsubaki, LLC dba Ototo","Tsubaki, LLC",Los Angeles,Los Angeles County,18.0,layoff temporary,2020
2547,03/19/2020,03/19/2020,05/14/2020,Culver West LP - Playa Provisions,Culver West LP - Playa Provisions,Playa Del Rey,Los Angeles County,53.0,layoff temporary,2020
2548,03/31/2020,04/03/2020,05/14/2020,"AST Textile Group, Inc.","AST Textile Group, Inc.",Hawthorne,Los Angeles County,43.0,closure temporary,2020
2549,03/20/2020,03/18/2020,05/14/2020,"Fort Baker Retreat, Subtenant, LLC dba, TheLodge at the Golden Gate","Fort Baker Retreat, Subtenant, LLC dba, TheLodge at the Golden Gate",Sausalito,Marin County,300.0,layoff temporary,2020
2550,04/27/2020,04/27/2020,05/14/2020,"Clearedge Lending,",Clearedge Lending,Aliso Viejo,Orange County,11.0,layoff permanent,2020
2551,03/12/2020,03/13/2020,05/14/2020,"Irvine Comedy Club, LLC dba Irvine Improv",Comedy Club,Irvine,Orange County,103.0,layoff temporary,2020
2552,03/12/2020,03/13/2020,05/14/2020,"Levity of Brea, LLC dba Brea Improv","Levity of Brea, LLC dba Brea Improv",Brea,Orange County,79.0,layoff temporary,2020
2553,03/20/2020,03/17/2020,05/14/2020,BAILEY FOOD AND BEVERAGE GROUP DBATHE LIBRARY GENTLEMEN'S,BAILEY FOOD AND BEVERAGE GROUP DBATHE LIBRARY GENTLEMEN'S,Anaheim,Orange County,155.0,layoff type unknown,2020
2554,03/19/2020,03/19/2020,05/14/2020,Marriott Rancho Cordova,Mariott Resorts Hospitality Corporation,Rancho Cordova,Sacramento County,100.0,layoff type unknown,2020
2555,03/12/2020,03/13/2020,05/14/2020,"Comedy Club of Brea, LLC dba Ontario Improv",Comedy Club,Ontario,San Bernardino County,58.0,layoff temporary,2020
2556,03/28/2020,04/01/2020,05/14/2020,Valley Ho Hotels aka Kings Inn,Valley Ho Hotels aka Kings Inn,San Diego,San Diego County,82.0,layoff type unknown,2020
2557,03/28/2020,04/02/2020,05/14/2020,Westward Ho Hotel aka Kings Inn,Westward Ho Hotel aka Kings Inn,San Diego,San Diego County,33.0,layoff temporary,2020
2558,03/25/2020,03/25/2020,05/14/2020,ANDRE-BOUDIN BAKERIES,ANDRE-BOUDIN BAKERIES,San Marcos,San Diego County,33.0,layoff temporary,2020
2559,04/07/2020,04/01/2020,05/14/2020,Avianca,Avianca,San Francisco,San Francisco County,1.0,layoff temporary,2020
2560,03/12/2020,03/13/2020,05/14/2020,"Comedy Club of San Jose, LLC dba San JoseImprov",Comedy Club,San Jose,Santa Clara County,62.0,layoff temporary,2020
2561,05/01/2020,05/01/2020,05/14/2020,"Bright Event Rentals, LLC","Bright Event Rentals, LLC",Sonoma,Sonoma County,28.0,layoff permanent,2020
2562,04/28/2020,04/28/2020,05/14/2020,IVI Hotel Management,IVI Hotel Management,Tulare,Tulare County,11.0,layoff permanent,2020
2563,03/12/2020,03/13/2020,05/14/2020,"Comedy Club of Oxnard, LLC dba OxnardLevity Live",Comedy Club,Oxnard,Ventura County,100.0,layoff temporary,2020
2564,03/31/2020,03/31/2020,05/14/2020,Urbane Cafe,Urbane Cafe,Camarillo,Ventura County,8.0,layoff temporary,2020
2565,03/31/2020,03/31/2020,05/14/2020,URBANE CAFE,Urbane Cafe,Oxnard,Ventura County,6.0,layoff temporary,2020
2566,04/28/2020,04/28/2020,05/14/2020,IVI Hotel Management of California,IVI Hotel Management,Davis,Yolo County,14.0,layoff permanent,2020
2567,03/22/2020,03/20/2020,05/14/2020,SCOTW lnc Pari-Mutuel Operations,SCOTW lnc Pari-Mutuel Operations,Arcadia,Los Angeles County,178.0,closure temporary,2020
2568,05/04/2020,05/08/2020,05/14/2020,"Mattel HQ, Inc. dba Mattel","Mattel HQ, Inc. dba Mattel",El Segundo,Los Angeles County,139.0,layoff temporary,2020
2569,03/18/2020,03/18/2020,05/14/2020,"Boudin Properties Operating Company, Inc.dba Boudin","Boudin Properties Operating Company, Inc.",San Francisco,San Francisco County,212.0,layoff permanent,2020
2570,03/23/2020,03/23/2020,05/14/2020,Grand Hyatt at SFO,Grand Hyatt,San Francisco,San Francisco County,224.0,layoff temporary,2020
2571,03/26/2020,03/23/2020,05/14/2020,DAA Draexlmaier Automotive of America LLC,DAA Draexlmaier Automotive of America LLC,Livermore,Alameda County,99.0,layoff temporary,2020
2572,03/23/2020,03/23/2020,05/14/2020,"Lulu's Fashion Lounge, LLC","Lulu's Fashion Lounge, LLC",Chico,Butte County,213.0,layoff temporary,2020
2573,03/24/2020,03/24/2020,05/14/2020,FAA CONCORD H DBA CONCORD HONDA,FAA CONCORD H DBA CONCORD HONDA,Concord,Contra Costa County,49.0,layoff type unknown,2020
2574,03/16/2020,03/16/2020,05/14/2020,"Sprout Bost, LLC",Sprout,Los Angeles,Los Angeles County,56.0,layoff temporary,2020
2575,03/20/2020,03/20/2020,05/14/2020,Interspace Battery Company,Interspace Battery Company,West Covina,Los Angeles County,32.0,closure temporary,2020
2576,03/20/2020,03/20/2020,05/14/2020,Concorde Battery,Concorde Battery,West Covina,Los Angeles County,32.0,layoff temporary,2020
2577,03/20/2020,03/16/2020,05/14/2020,"Saffrronita, LLC dba Bavel","Saffrronita, LLC dba Bavel",Los Angeles,Los Angeles County,122.0,layoff temporary,2020
2578,03/20/2020,03/16/2020,05/14/2020,"Tsubaki, LLC","Tsubaki, LLC",Los Angeles,Los Angeles County,27.0,layoff temporary,2020
2579,03/20/2020,03/20/2020,05/14/2020,"Sprout LA, LLC",Sprout,Torrance,Los Angeles County,11.0,layoff temporary,2020
2580,03/24/2020,03/26/2020,05/14/2020,Quail Lodge & Golf Club,Quail Lodge & Golf Club,Carmel,Monterey County,213.0,layoff temporary,2020
2581,05/07/2020,05/07/2020,05/14/2020,Aluminum Precision Products,Aluminum Precision Products,Santa Ana,Orange County,82.0,layoff permanent,2020
2582,03/21/2020,03/20/2020,05/14/2020,"San Dimas Luggage Co., Inc.","San Dimas Luggage Co., Inc.",Ontario,San Bernardino County,86.0,closure temporary,2020
2583,03/25/2020,03/26/2020,05/14/2020,"FISHERMAN'S WHARF SOURDOUGHFRENCH BREAD BAKERIES, INC DBABOUDIN","FISHERMAN'S WHARF SOURDOUGHFRENCH BREAD BAKERIES, INC DBABOUDIN",San Francisco,San Francisco County,4.0,layoff temporary,2020
2584,03/21/2020,03/21/2020,05/14/2020,HMSHost,HMS Host,San Francisco,San Francisco County,134.0,layoff temporary,2020
2585,03/31/2020,04/01/2020,05/14/2020,Crunch,Crunch,San Mateo,San Mateo County,79.0,layoff temporary,2020
2586,03/18/2020,03/18/2020,05/14/2020,"Andre-Boudin Bakeries Inc., dba Boudin","Andre_Boudin Bakeries, Inc.",San Jose,Santa Clara County,65.0,layoff permanent,2020
2587,05/08/2020,03/15/2020,05/14/2020,Roaring Camp Railroads,Roaring Camp Railroads,Felton,Santa Cruz County,48.0,closure temporary,2020
2588,05/04/2020,05/29/2020,05/13/2020,"Tulkoff Food Products West, Inc","Tulkoff Food Products West, Inc",Pittsburg,Contra Costa County,33.0,closure permanent,2020
2589,04/21/2020,04/21/2020,05/13/2020,Adventist Health Tehachapi Valley,Adventist Health,Tehachapi,Kern County,3.0,layoff permanent,2020
2590,04/21/2020,04/21/2020,05/13/2020,Adventist Health Tehachapi Valley,Adventist Health,Tehachapi,Kern County,10.0,layoff temporary,2020
2591,03/20/2020,03/17/2020,05/13/2020,BRIGHTON COLLECTIBLES LLC,BRIGHTON COLLECTIBLES LLC,Gardena,Los Angeles County,654.0,closure temporary,2020
2592,04/22/2020,04/23/2020,05/13/2020,The Cheesecake Factory Inc.,The Cheesecake Factory Inc.,Agoura Hills,Los Angeles County,110.0,layoff temporary,2020
2593,04/13/2020,04/03/2020,05/13/2020,"Goodwill Industries of Southern California, LosAngeles County",Goodwill,Burbank,Los Angeles County,100.0,layoff temporary,2020
2594,04/13/2020,04/03/2020,05/13/2020,"Goodwill Industries of Southern California, LosAngeles County",Goodwill,Downey,Los Angeles County,24.0,layoff temporary,2020
2595,04/13/2020,04/03/2020,05/13/2020,"Goodwill Industries of Southern California, LosAngeles County",Goodwill,Hawthorne,Los Angeles County,20.0,layoff temporary,2020
2596,04/13/2020,04/03/2020,05/13/2020,"Goodwill Industries of Southern California, LosAngeles County",Goodwill,Montebello,Los Angeles County,483.0,layoff temporary,2020
2597,04/13/2020,04/03/2020,05/13/2020,"Goodwill Industries of Southern California, LosAngeles County",Goodwill,Northridge,Los Angeles County,506.0,layoff temporary,2020
2598,04/13/2020,04/03/2020,05/13/2020,"Goodwill Industries of Southern California, LosAngeles County",Goodwill,Pasadena,Los Angeles County,48.0,layoff temporary,2020
2599,05/06/2020,03/31/2020,05/13/2020,Tom's Restaurant,Tom's Restaurant,Pasadena,Los Angeles County,21.0,layoff temporary,2020
2600,05/07/2020,05/07/2020,05/13/2020,"Glassdoor, Inc.","Glassdoor, Inc.",Mill Valley,Marin County,81.0,layoff permanent,2020
2601,03/30/2020,05/05/2020,05/13/2020,Saddleback Valley Christian School,Saddleback Valley Christian School,San Juan Capistrano,Orange County,150.0,closure permanent,2020
2602,04/22/2020,04/23/2020,05/13/2020,"The Cheesecake Factory, Inc.",The Cheesecake Factory Inc.,Irvine,Orange County,17.0,layoff temporary,2020
2603,04/22/2020,04/09/2020,05/13/2020,Hardin Honda,Hardin Automotive,Anaheim,Orange County,20.0,layoff permanent,2020
2604,05/04/2020,06/24/2020,05/13/2020,Marcos & Javier's LLC,Marcos & Javier's LLC,Irvine,Orange County,165.0,layoff temporary,2020
2605,05/06/2020,04/06/2020,05/13/2020,"DH Dental Employment Services, LLC","DH Dental Employment Services, LLC",Brea,Orange County,175.0,layoff temporary,2020
2606,05/07/2020,05/11/2020,05/13/2020,JC RESORTS DBA SURF & SAND RESORT,JC RESORTS,Laguna Beach,Orange County,255.0,layoff temporary,2020
2607,04/22/2020,04/27/2020,05/13/2020,ClearCaptions LLC,ClearCaptions LLC,Roseville,Placer County,10.0,layoff temporary,2020
2608,04/27/2020,04/27/2020,05/13/2020,Augustine Casino,Augustine Casino,Coachella,Riverside County,71.0,layoff permanent,2020
2609,05/07/2020,05/11/2020,05/13/2020,JC RESORTS DBA CATHEDRAL CANYONGOLF CLUB,JC RESORTS,Cathedral City,Riverside County,7.0,layoff temporary,2020
2610,05/07/2020,05/11/2020,05/13/2020,JC RESORTS DBA LOS SERRANOS GOLFCLUB,JC RESORTS,Chino Hills,San Bernardino County,42.0,layoff temporary,2020
2611,05/07/2020,05/18/2020,05/13/2020,"Novolex Bagcraft, Inc.","Novolex Bagcraft, Inc.",Rancho Cucamonga,San Bernardino County,100.0,layoff temporary,2020
2612,05/07/2020,05/11/2020,05/13/2020,JC RESORTS LLC,JC RESORTS,Carlsbad,San Diego County,40.0,layoff temporary,2020
2613,04/23/2020,04/23/2020,05/13/2020,"C.R. Laurence Co., Inc.","C.R. Laurence Co., Inc.",San Diego,San Diego County,4.0,layoff temporary,2020
2614,05/08/2020,05/15/2020,05/13/2020,Stafford House International,Stafford House International,San Francisco,San Francisco County,21.0,layoff temporary,2020
2615,05/07/2020,05/07/2020,05/13/2020,"Deliv, Inc., dba Deliv California Inc.","Deliv, Inc., dba Deliv California Inc.",Menlo Park,San Mateo County,669.0,layoff permanent,2020
2616,05/01/2020,03/31/2020,05/13/2020,YMCA of San Francisco,YMCA,San Mateo,San Mateo County,197.0,layoff temporary,2020
2617,05/06/2020,07/10/2020,05/13/2020,Safran Seats dba Safran,Safran Seats,Santa Maria,Santa Barbara County,64.0,layoff permanent,2020
2618,05/06/2020,05/11/2020,05/13/2020,"Molecular Devices, LLC","Molecular Devices, LLC",San Jose,Santa Clara County,60.0,layoff temporary,2020
2619,05/07/2020,07/07/2020,05/13/2020,Rubrik,Rubrik,Palo Alto,Santa Clara County,57.0,layoff permanent,2020
2620,04/13/2020,04/10/2020,05/13/2020,Fox Factory Inc.,Fox Factory Inc.,Watsonville,Santa Cruz County,85.0,layoff temporary,2020
2621,04/28/2020,04/28/2020,05/13/2020,IVI Hotel Management of California,IVI Hotel Management,Davis,Yolo County,1.0,layoff temporary,2020
2622,04/14/2020,03/10/2020,05/13/2020,Avis Budget Rental Services Inc.,"Avis Budget Car Rental, LLC",Los Angeles,Los Angeles County,466.0,layoff temporary,2020
2623,05/07/2020,05/03/2020,05/13/2020,UNIVERSAL CITY STUDIOS DBAUNIVERSAL STUDIOS HOLLYWOOD,"Universal City Studios, LLC",Universal City,Los Angeles County,3025.0,layoff temporary,2020
2624,05/07/2020,05/07/2020,05/13/2020,Queen Mary Hotel - Urban CommonsQueensway,Queen Mary Hotel,Long Beach,Los Angeles County,480.0,layoff type unknown,2020
2625,05/04/2020,04/23/2020,05/13/2020,"Southern Glazer&rsquo;s Wine and Spirits, LLC","Southern Glazer's Wine and Spirits, LLC",Cerritos,Los Angeles County,10.0,layoff temporary,2020
2626,05/04/2020,05/11/2020,05/13/2020,Vista Metals Corp,Vista Metals Corp.,Fontana,San Bernardino County,55.0,layoff permanent,2020
2627,04/22/2020,03/19/2020,05/13/2020,Sysco San Diego Inc.,Sysco,Poway,San Diego County,116.0,layoff permanent,2020
2628,04/22/2020,04/08/2020,05/13/2020,Sysco San Diego,Sysco,Poway,San Diego County,8.0,layoff temporary,2020
2629,03/25/2020,03/19/2020,05/13/2020,HOLIDAY INN SAN FRANCISCO GOLDENGATEWAY,Holiday Inn,San Francisco,San Francisco County,34.0,layoff temporary,2020
2630,04/02/2020,04/09/2020,05/13/2020,SFMOMA,SFMOMA,San Francisco,San Francisco County,131.0,layoff permanent,2020
2631,05/07/2020,03/13/2020,05/13/2020,"California Teaching Fellows Foundation, dbaCTFF","California Teaching Fellows Foundation, dbaCTFF",Fresno,Fresno County,460.0,layoff temporary,2020
2632,03/30/2020,03/16/2020,05/13/2020,Granville Cafe,Granville Cafe,Encino,Los Angeles County,198.0,layoff temporary,2020
2633,03/30/2020,03/16/2020,05/13/2020,"Granville Cafe DBA Community Restaurants,Inc.",Granville Cafe,Burbank,Los Angeles County,150.0,layoff temporary,2020
2634,03/30/2020,03/16/2020,05/13/2020,"Granville Cafe DBA Granville Pasadena, LLC",Granville Cafe,Pasadena,Los Angeles County,100.0,layoff temporary,2020
2635,04/28/2020,03/20/2020,05/13/2020,Byer of California,Byer of California,Los Angeles,Los Angeles County,210.0,layoff temporary,2020
2636,05/05/2020,04/03/2020,05/13/2020,"Hop Skip & Jump Productions, Inc.","Hop Skip & Jump Productions, Inc.",Santa Clarita,Los Angeles County,194.0,layoff temporary,2020
2637,05/05/2020,04/03/2020,05/13/2020,"Kenwood TV Productions, Inc.","Kenwood TV Productions, Inc.",Los Angeles,Los Angeles County,108.0,layoff temporary,2020
2638,05/05/2020,04/18/2020,05/13/2020,"12:05AM Productions, LLC","12:05AM Productions, LLC",Los Angeles,Los Angeles County,107.0,layoff temporary,2020
2639,05/01/2020,03/19/2020,05/13/2020,Alright Media LLC,Alright Media LLC,Walnut,Los Angeles County,3.0,layoff temporary,2020
2640,05/07/2020,05/07/2020,05/13/2020,Queen Mary Hotel,Queen Mary Hotel,Long Beach,Los Angeles County,80.0,layoff type unknown,2020
2641,05/07/2020,05/07/2020,05/13/2020,Sheraton Pasadena Hotel,Sheraton Hotel,Pasadena,Los Angeles County,102.0,layoff type unknown,2020
2642,05/07/2020,05/07/2020,05/13/2020,Embassy Suites Anaheim North Hotel,Embassy Suites,Anaheim,Orange County,72.0,layoff type unknown,2020
2643,05/08/2020,05/17/2020,05/13/2020,Cox Automotive,Cox Automotive,Oceanside,San Diego County,92.0,layoff temporary,2020
2644,05/07/2020,05/07/2020,05/13/2020,"Belmont Park Entertainment, LLC.","Belmont Park Entertainment, LLC.",San Diego,San Diego County,145.0,layoff permanent,2020
2645,05/04/2020,04/30/2020,05/13/2020,Enterprise Rent A Car,Enterprise Rent-A-Car,San Francisco,San Francisco County,180.0,layoff permanent,2020
2646,04/28/2020,03/20/2020,05/13/2020,"Byer California, Inc.","Byer California, Inc.",San Francisco,San Francisco County,215.0,layoff temporary,2020
2647,05/08/2020,06/05/2020,05/13/2020,"Move, Inc.","Move, Inc.",Santa Clara,Santa Clara County,80.0,layoff permanent,2020
2648,05/07/2020,03/17/2020,05/13/2020,Diocese of Monterey,Diocese of Monterey,Los Gatos,Santa Clara County,1.0,layoff temporary,2020
2649,05/07/2020,05/29/2020,05/13/2020,Diocese of Monterey,Diocese of Monterey,Santa Cruz,Santa Cruz County,58.0,layoff temporary,2020
2650,04/20/2020,03/18/2020,05/13/2020,Finish Line At Macy's,Finish Line,Thousand Oaks,Ventura County,16.0,closure temporary,2020
2651,05/07/2020,05/07/2020,05/13/2020,Milgard Windows & Doors,Milgard Windows & Doors,Simi Valley,Ventura County,50.0,layoff permanent,2020
