,Notice Date,Effective Date,Received Date,Company,City,County,Employees,Layoff/Closure,County Orig
5516,03/25/2020,03/25/2020,03/26/2020,Chino Latino Inc. dba The Mission Restaurant,San Diego,San Diego County,78.0,Layoff Temporary,San Diego County
5517,03/18/2020,03/18/2020,03/25/2020,"Stieber Castro Valley EWC Inc, dba EuropeanWax Center",Castro Valley,Alameda County,21.0,Closure Temporary,Alameda County
5518,03/23/2020,03/20/2020,03/25/2020,Ajinomoto Foods North America,Hayward,Alameda County,164.0,Layoff Temporary,Alameda County
5519,03/26/2020,03/26/2020,03/25/2020,InterContinental Los Angeles Century City atBeverly Hills,Los Angeles,Los Angeles County,262.0,Closure Unknown at thistime,Los Angeles County
5520,03/24/2020,03/19/2020,03/25/2020,"Agoura&rsquo;s Famous Deli, Inc",Agoura Hills,Los Angeles County,40.0,Layoff Temporary,Los Angeles County
5521,03/24/2020,03/20/2020,03/25/2020,"Aquirecorp's Norwalk Auto Auction, Inc",Norwalk,Los Angeles County,79.0,Layoff Temporary,Los Angeles County
5522,03/25/2020,03/25/2020,03/25/2020,The Huntley Hotel Santa Monica,Santa Monica,Los Angeles County,230.0,Layoff Temporary,Los Angeles County
5523,03/25/2020,03/23/2020,03/25/2020,"NewVac LLC,",Chatsworth,Los Angeles County,74.0,Layoff Temporary,Los Angeles County
5524,03/26/2020,03/15/2020,03/25/2020,"71 Above, Inc. dba 71Above Restaurant",Los Angeles,Los Angeles County,120.0,Closure Unknown at thistime,Los Angeles County
5525,03/25/2020,03/19/2020,03/25/2020,"Country Deli I, Inc",Chatsworth,Los Angeles County,30.0,Closure Temporary,Los Angeles County
5526,03/25/2020,03/19/2020,03/25/2020,"Lovi&rsquo;s Delicatessen, Inc.",Calabasas,Los Angeles County,60.0,Layoff Temporary,Los Angeles County
5527,03/19/2020,03/19/2020,03/25/2020,Citrus LLC,Los Angeles,Los Angeles County,200.0,Layoff Temporary,Los Angeles County
5528,03/19/2020,03/15/2020,03/25/2020,"Empire Chauffeured Services, Ltd.",El Segundo,Los Angeles County,159.0,Layoff Temporary,Los Angeles County
5529,06/24/2020,04/03/2020,03/25/2020,"Mike Thompson Recreational Vehicles, SantaFe Springs",Santa Fe Springs,Los Angeles County,48.0,Layoff Temporary,Los Angeles County
5530,03/18/2020,03/18/2020,03/25/2020,Carmel Valley Ranch,Carmel,Monterey County,600.0,Closure Temporary,Monterey County
5531,03/19/2020,03/21/2020,03/25/2020,Hyatt Corporation dba Hyatt Regency OrangeCounty,Garden Grove,Orange County,369.0,Closure Temporary,Orange County
5532,03/25/2020,03/18/2020,03/25/2020,"The Waterfront Beach Resort, a Hilton Hotel",Huntington Beach,Orange County,502.0,Layoff Temporary,Orange County
5533,03/24/2020,03/17/2020,03/25/2020,King's Seafood Company,Costa Mesa,Orange County,1.0,Layoff Unknown at thistime,Orange County
5534,06/24/2020,04/03/2020,03/25/2020,"Mike Thompson Recreational Vehicle,Fountain Valley",Fountain Valley,Orange County,24.0,Layoff Temporary,Orange County
5535,03/18/2020,03/18/2020,03/25/2020,"BLEEM Inc, dba European Wax Center",Roseville,Placer County,16.0,Closure Temporary,Placer County
5536,03/18/2020,03/18/2020,03/25/2020,"Fountains EWC Inc, dba European Wax Center",Roseville,Placer County,25.0,Closure Temporary,Placer County
5537,06/24/2020,04/03/2020,03/25/2020,Mike Thompson Recreational Vehicles,Cathedral City,Riverside County,18.0,Layoff Temporary,Riverside County
5538,03/18/2020,03/18/2020,03/25/2020,"Elk Grove EWC Inc, dba European Wax Center",Elk Grove,Sacramento County,17.0,Closure Temporary,Sacramento County
5539,03/18/2020,03/18/2020,03/25/2020,"Broadstone EWC Inc, dba European WaxCenter",Folsom,Sacramento County,22.0,Closure Temporary,Sacramento County
5540,03/19/2020,03/27/2020,03/25/2020,"Domus Construction & Design, Inc.",Sacramento,Sacramento County,61.0,Layoff Permanent,Sacramento County
5541,06/24/2020,04/03/2020,03/25/2020,"Mike Thompson RV, Colton",Colton,San Bernardino County,68.0,Layoff Temporary,San Bernardino County
5542,03/25/2020,03/25/2020,03/25/2020,Park Hyatt Aviara,Carlsbad,San Diego County,496.0,Layoff Temporary,San Diego County
5543,03/25/2020,03/29/2020,03/25/2020,Andaz San Diego,San Diego,San Diego County,114.0,Layoff Temporary,San Diego County
5544,03/18/2020,03/18/2020,03/25/2020,"Stockton EWC Inc, dba European Wax Center",Stockton,San Joaquin County,17.0,Closure Temporary,San Joaquin County
5545,03/25/2020,03/25/2020,03/25/2020,Hilton Garden Inn Davis Downtown,Davis,Yolo County,59.0,Layoff Temporary,Yolo County
5546,03/18/2020,03/18/2020,03/25/2020,"CJJ EWC Inc, dba European Wax Center",Davis,Yolo County,17.0,Closure Temporary,Yolo County
5547,03/25/2020,03/25/2020,03/25/2020,1 Hotel West Hollywood,West Hollywood,Los Angeles County,223.0,Layoff Temporary,Los Angeles County
5548,03/25/2020,03/17/2020,03/25/2020,DoubleTree by Hilton,San Pedro,Los Angeles County,59.0,Layoff Temporary,Los Angeles County
5549,03/19/2020,03/20/2020,03/25/2020,Andaz West Hollywood,West Hollywood,Los Angeles County,160.0,Closure Temporary,Los Angeles County
5550,03/19/2020,03/22/2020,03/25/2020,"dnata US Inflight Catering, LLC",Brisbane,San Mateo County,39.0,Layoff Permanent,San Mateo County
5551,03/25/2020,03/12/2020,03/25/2020,Choicelunch,Danville,Contra Costa County,162.0,Layoff Temporary,Contra Costa County
5552,03/19/2020,03/18/2020,03/25/2020,Jeni&rsquo;s Splendid Ice Creams,Calabasas,Los Angeles County,11.0,Closure Temporary,Los Angeles County
5553,03/19/2020,03/18/2020,03/25/2020,Jeni's Splendid Ice Creams,Los Angeles,Los Angeles County,31.0,Closure Temporary,Los Angeles County
5554,03/19/2020,03/18/2020,03/25/2020,"MGT Industries, Inc.",Los Angeles,Los Angeles County,96.0,Layoff Temporary,Los Angeles County
5555,03/25/2020,03/25/2020,03/25/2020,NHRA CHAMPIONSHIP DRAG RACING,Glendora,Los Angeles County,60.0,Layoff Temporary,Los Angeles County
5556,03/25/2020,03/25/2020,03/25/2020,Pitney Bowes Inc,Los Angeles,Los Angeles County,208.0,Closure Permanent,Los Angeles County
5557,03/25/2020,03/25/2020,03/25/2020,"BLAS Operating Company, LLC dbaBernardus Lodge & Spa",Carmel Valley,Monterey County,198.0,Layoff Temporary,Monterey County
5558,03/25/2020,04/01/2020,03/25/2020,"Westview Services, Inc.",Anaheim,Orange County,218.0,Layoff Unknown at thistime,Orange County
5559,03/19/2020,03/16/2020,03/25/2020,PSLCT Inc. dba Las Casuelas Terraza,Palm Springs,Riverside County,132.0,Closure Temporary,Riverside County
5560,03/19/2020,03/13/2020,03/25/2020,Family YMCA of the Desert,Palm Desert,Riverside County,348.0,Layoff Temporary,Riverside County
5561,03/20/2020,03/17/2020,03/25/2020,Sammy&rsquo;s Woodfired Pizza & Grill/ToastGastroBrunch/Toasted Gastrobrunch,La Jolla,San Diego County,330.0,Closure Temporary,San Diego County
5562,03/25/2020,03/25/2020,03/25/2020,Eatery Green LLC dba: Herb & Wood,San Diego,San Diego County,115.0,Layoff Temporary,San Diego County
5563,03/19/2020,03/16/2020,03/25/2020,"WHTIAKER CONSTRUCTION GROUP, INC.",Paso Robles,San Luis Obispo County,37.0,Layoff Temporary,San Luis Obispo County
5564,03/24/2020,03/24/2020,03/25/2020,Boardwalk Auto Center,Redwood City,San Mateo County,1.0,Closure Temporary,San Mateo County
5565,03/25/2020,03/25/2020,03/25/2020,Indochino Apparel (US) INC,Santa Clara,Santa Clara County,8.0,Layoff Temporary,Santa Clara County
5566,03/19/2020,03/16/2020,03/25/2020,"Cotton Tops Enterprises, Inc. dba Sport ClipsHaircuts",Davis,Yolo County,7.0,Closure Temporary,Yolo County
5567,03/13/2020,03/14/2020,03/24/2020,"Lee&rsquo;s United Gymnastics Academy, LLC",Hanford,Kings County,22.0,Closure Temporary,Kings County
5568,03/18/2020,04/19/2020,03/24/2020,"Santa Monica Amusements LLC, dba PacificPark",Santa Monica,Los Angeles County,380.0,Layoff Temporary,Los Angeles County
5569,03/18/2020,03/20/2020,03/24/2020,Homewood Suites By Hilton-Anaheim Resort-Convention Center,Anaheim,Orange County,73.0,Closure Temporary,Orange County
5570,03/24/2020,03/24/2020,03/24/2020,"Quick Bridge Funding, LLC",Irvine,Orange County,49.0,Layoff Unknown at thistime,Orange County
5571,03/24/2020,03/25/2020,03/24/2020,JC Resorts dba Los Serranos Golf Club,Chino Hills,San Bernardino County,98.0,Layoff Unknown at thistime,San Bernardino County
5572,03/19/2020,03/22/2020,03/24/2020,Hyatt Regency La Jolla,San Diego,San Diego County,235.0,Closure Temporary,San Diego County
5573,03/19/2020,03/13/2020,03/24/2020,"Hakkasan Holdings, LLC, dba Hakkasan Group",San Diego,San Diego County,4.0,Closure Temporary,San Diego County
5574,03/21/2020,03/21/2020,03/24/2020,"Azul Hospitality dba Broadway, LLC aka TheGuild Hotel San Diego",San Diego,San Diego County,101.0,Layoff Temporary,San Diego County
5575,03/20/2020,03/25/2020,03/24/2020,Hospitality Team Members Inc dba WelkResorts,San Marcos,San Diego County,110.0,Layoff Temporary,San Diego County
5576,03/20/2020,03/25/2020,03/24/2020,Welk Resort San Diego,Escondido,San Diego County,216.0,Layoff Temporary,San Diego County
5577,03/24/2020,03/25/2020,03/24/2020,Movement for Life Inc,San Luis Obispo,San Luis Obispo County,166.0,Closure Permanent,San Luis Obispo County
5578,03/24/2020,03/25/2020,03/24/2020,Movement for Life Inc.,San Luis Obispo,San Luis Obispo County,166.0,Layoff Unknown at thistime,San Luis Obispo County
5579,03/19/2020,03/17/2020,03/24/2020,Alisal Properties dba Alisal Guest Ranch &Resort,Solvang,Santa Barbara County,348.0,Closure Temporary,Santa Barbara County
5580,03/23/2020,03/23/2020,03/24/2020,"Azul Hospitality - SRSB, LLC",Redding,Shasta County,121.0,Layoff Temporary,Shasta County
5581,03/23/2020,03/18/2020,03/24/2020,"Tarantula Hill Brewing Company, LLC",Thousand Oaks,Ventura County,71.0,Layoff Permanent,Ventura County
5582,03/24/2020,03/24/2020,03/24/2020,"Museum of Contemporary Art, Los Angeles",Los Angeles,Los Angeles County,109.0,Layoff Unknown at thistime,Los Angeles County
5583,03/24/2020,03/12/2020,03/24/2020,"Merritt Hospitality, LLC dba Monterey Tides",Monterey,Monterey County,107.0,Layoff Temporary,Monterey County
5584,03/24/2020,03/24/2020,03/24/2020,Zephyr Hotel San Francisco,San Francisco,San Francisco County,73.0,Layoff Temporary,San Francisco County
5585,06/16/2020,03/22/2020,03/24/2020,"Shadkor, Inc. DBA Milt & Edie&rsquo;sDrycleaners",Burbank,Los Angeles County,67.0,Layoff Temporary,Los Angeles County
5586,03/18/2020,03/18/2020,03/24/2020,Doubletree Los Angeles Downtown,Los Angeles,Los Angeles County,96.0,Layoff Temporary,Los Angeles County
5587,03/19/2020,03/16/2020,03/24/2020,"Tavistock Restaurants Upscale GroupHoldings, LLC",Los Angeles,Los Angeles County,95.0,Layoff Temporary,Los Angeles County
5588,03/19/2020,03/16/2020,03/24/2020,"Tavistock Restaurants Upscale GroupHoldings, LLC",Marina Del Rey,Los Angeles County,70.0,Layoff Temporary,Los Angeles County
5589,03/19/2020,03/20/2020,03/24/2020,Hyatt Centric The Pike Long Beach,Long Beach,Los Angeles County,73.0,Closure Temporary,Los Angeles County
5590,03/19/2020,03/20/2020,03/24/2020,Hyatt Regency Long Beach,Long Beach,Los Angeles County,429.0,Closure Temporary,Los Angeles County
5591,03/19/2020,03/20/2020,03/24/2020,"O.P.H. - R.B., Inc., The Original PancakeHouse",Redondo Beach,Los Angeles County,44.0,Closure Temporary,Los Angeles County
5592,03/24/2020,03/15/2020,03/24/2020,Autism Behavior Consultants,Torrance,Los Angeles County,150.0,Layoff Temporary,Los Angeles County
5593,03/24/2020,03/14/2020,03/24/2020,Napa Valley Casino,American Canyon,Napa County,1.0,Layoff Unknown at thistime,Napa County
5594,03/19/2020,03/20/2020,03/24/2020,"O.P.H Laguna Hills, Inc. dba The OriginalPancake House",Aliso Viejo,Orange County,42.0,Closure Temporary,Orange County
5595,03/19/2020,03/20/2020,03/24/2020,"OPH Restaurant Surf City LLC, dba TheOriginal Pancake House",Huntington Beach,Orange County,40.0,Closure Temporary,Orange County
5596,03/19/2020,03/14/2020,03/24/2020,Players Casino,Ventura,Ventura County,183.0,Closure Temporary,Ventura County
5597,03/23/2020,03/17/2020,03/23/2020,YogaWorks,Culver City,Los Angeles County,1514.0,Layoff Unknown at thistime,Los Angeles County
5598,03/23/2020,03/23/2020,03/23/2020,"GL CCH, LLC dba Culver City Honda",Culver City,Los Angeles County,110.0,Layoff Unknown at thistime,Los Angeles County
5599,03/23/2020,03/23/2020,03/23/2020,GL CCT LLC dba Culver City Toyota,Culver City,Los Angeles County,181.0,Layoff Unknown at thistime,Los Angeles County
5600,03/23/2020,03/23/2020,03/23/2020,"GL HHR, LLC dba Hammer Honda",Reseda,Los Angeles County,79.0,Layoff Unknown at thistime,Los Angeles County
5601,03/23/2020,03/23/2020,03/23/2020,"GL HMH, LLC dba Hamer Toyota",Mission Hills,Los Angeles County,233.0,Layoff Unknown at thistime,Los Angeles County
5602,03/23/2020,03/23/2020,03/23/2020,"GL WCT LLC, dba: West Coast Toyota",Long Beach,Los Angeles County,98.0,Layoff Unknown at thistime,Los Angeles County
5603,03/23/2020,03/23/2020,03/23/2020,GL LBH dba Long Beach Honda,Signal Hill,Los Angeles County,115.0,Layoff Unknown at thistime,Los Angeles County
5604,03/23/2020,03/17/2020,03/23/2020,"Merritt Hospitality, LLC dba Costa MesaMarriott",Costa Mesa,Orange County,1.0,Layoff Unknown at thistime,Orange County
5605,03/23/2020,03/23/2020,03/23/2020,"GL Huntington Beach LLC aka HuntingtonBeach Nissan, LLC dba Stadium Nissan",Orange,Orange County,76.0,Layoff Unknown at thistime,Orange County
5606,03/23/2020,03/23/2020,03/23/2020,GL TOD LLC dba Toyota of the Desert,Cathedral City,Riverside County,126.0,Layoff Unknown at thistime,Riverside County
5607,03/23/2020,03/23/2020,03/23/2020,GL HOD LLC dba: Honda of the Desert,Cathedral City,Riverside County,69.0,Layoff Unknown at thistime,Riverside County
5608,03/23/2020,03/23/2020,03/23/2020,Dariotis Group dba Old Spaghetti Factory,Rancho Cucamonga,San Bernardino County,118.0,Layoff Temporary,San Bernardino County
5609,03/27/2020,03/27/2020,03/23/2020,Greenfield Fence Inc,Oceanside,San Diego County,1.0,Layoff Unknown at thistime,San Diego County
5610,03/22/2020,03/24/2020,03/23/2020,Crews,Los Angeles,Los Angeles County,243.0,Layoff Unknown at thistime,Los Angeles County
5611,03/23/2020,03/18/2020,03/23/2020,Pebble Beach Company,Pebble Beach,Monterey County,1800.0,Closure Temporary,Monterey County
5612,03/19/2020,03/22/2020,03/23/2020,Hotel RIU Plaza Fisherman&rsquo;s Wharf,San Francisco,San Francisco County,209.0,Closure Temporary,San Francisco County
5613,03/19/2020,05/22/2020,03/23/2020,"Mizkan America, Inc.",Stockton,San Joaquin County,221.0,Closure Permanent,San Joaquin County
5614,03/20/2020,03/20/2020,03/23/2020,LAFAYETTE PARK HOTEL ASSOCIATES,Lafayette,Contra Costa County,175.0,Layoff Permanent,Contra Costa County
5615,03/23/2020,03/20/2020,03/23/2020,Del Amo Motorsports,Redondo Beach,Los Angeles County,1.0,Layoff Unknown at thistime,Los Angeles County
5616,03/19/2020,03/20/2020,03/23/2020,Las Alcobas Resort & Spa,Saint Helena,Napa County,143.0,Layoff Temporary,Napa County
5617,03/19/2020,03/23/2020,03/23/2020,Hilton San Diego/Del Mar,Del Mar,San Diego County,95.0,Layoff Temporary,San Diego County
5618,03/21/2020,03/20/2020,03/21/2020,Residence Inn by Marriott Newark SiliconValley,Newark,Alameda County,41.0,Layoff Unknown at thistime,Alameda County
5619,03/20/2020,03/20/2020,03/21/2020,Stanford Park Hotel,Menlo Park,San Mateo County,124.0,Layoff Temporary,San Mateo County
5620,03/21/2020,03/13/2020,03/21/2020,Embassy Suites Irvine,Irvine,Orange County,73.0,Layoff Temporary,Orange County
5621,03/20/2020,03/17/2020,03/21/2020,Feast California Cafe LLC dba Corner BakeryCafe,Murrieta,Riverside County,173.0,Layoff Temporary,Riverside County
5622,03/20/2020,03/17/2020,03/21/2020,"Feast California Cafe, LLC",Murrieta,Riverside County,173.0,Layoff Temporary,Riverside County
5623,03/20/2020,03/19/2020,03/21/2020,"DMSD Restaurants, Inc. dba Denny's",Murrieta,Riverside County,492.0,Layoff Unknown at thistime,Riverside County
5624,03/21/2020,03/21/2020,03/21/2020,Hyatt Regency San Francisco,San Francisco,San Francisco County,469.0,Layoff Unknown at thistime,San Francisco County
5625,03/18/2020,03/16/2020,03/20/2020,"Regency Enterprises, Incorporated DBARegency Lighting",Chatsworth,Los Angeles County,39.0,Layoff Temporary,Los Angeles County
5626,03/18/2020,03/17/2020,03/20/2020,Burke Williams Beyond the Spa,Woodland Hills,Los Angeles County,145.0,Closure Temporary,Los Angeles County
5627,03/18/2020,03/17/2020,03/20/2020,Burke Williams Inc,Inglewood,Los Angeles County,56.0,Closure Temporary,Los Angeles County
5628,03/18/2020,03/17/2020,03/20/2020,"Burke Williams, Inc.",Sherman Oaks,Los Angeles County,125.0,Closure Temporary,Los Angeles County
5629,03/18/2020,03/19/2020,03/20/2020,Ventana Big Sur,Big Sur,Monterey County,216.0,Layoff Temporary,Monterey County
5630,03/18/2020,03/18/2020,03/20/2020,"S3 Hospitality, LLC dba Hilton Garden Inn",Irvine,Orange County,70.0,Closure Temporary,Orange County
5631,03/18/2020,03/18/2020,03/20/2020,"SoCal Hospitality , LLC dba Hilton Garden Inn",Lake Forest,Orange County,63.0,Closure Temporary,Orange County
5632,03/18/2020,03/18/2020,03/20/2020,"Tides Hospitality, LLC dba Hampton Inn &Suites",Irvine,Orange County,47.0,Closure Temporary,Orange County
5633,03/18/2020,03/17/2020,03/20/2020,Burke Williams Day Inc.,Orange,Orange County,127.0,Closure Temporary,Orange County
5634,03/18/2020,03/16/2020,03/20/2020,"Punch Bowl Sacramento, LLC",Sacramento,Sacramento County,115.0,Layoff Permanent,Sacramento County
5635,03/18/2020,03/16/2020,03/20/2020,"Punch Bowl Rancho Cucamonga, LLC",Rancho Cucamonga,San Bernardino County,105.0,Layoff Permanent,San Bernardino County
5636,03/30/2020,03/16/2020,03/20/2020,Wood Yu LLC,San Diego,San Diego County,34.0,Layoff Temporary,San Diego County
5637,03/18/2020,03/16/2020,03/20/2020,"Punch Bowl San Diego, LLC",San Diego,San Diego County,99.0,Layoff Permanent,San Diego County
5638,03/18/2020,03/17/2020,03/20/2020,Burke Williams Inc.,San Jose,Santa Clara County,137.0,Closure Temporary,Santa Clara County
5639,03/18/2020,03/22/2020,03/20/2020,"OSM Aviation, Inc.",Los Angeles,Los Angeles County,101.0,Layoff Temporary,Los Angeles County
5640,03/20/2020,03/14/2020,03/20/2020,Marriott-San Diego La Jolla,La Jolla,San Diego County,161.0,Layoff Temporary,San Diego County
5641,03/18/2020,03/17/2020,03/19/2020,Republic Master Chefs,Los Angeles,Los Angeles County,72.0,Layoff Temporary,Los Angeles County
5642,03/18/2020,03/18/2020,03/19/2020,"Abbey Restaurants and Bars USA-LA, LLCand The Chapel Weho LLC",West Hollywood,Los Angeles County,159.0,Layoff Temporary,Los Angeles County
5643,03/18/2020,03/18/2020,03/19/2020,Republic Master Chefs,Long Beach,Los Angeles County,64.0,Layoff Temporary,Los Angeles County
5644,03/18/2020,03/19/2020,03/19/2020,Z Gallerie Corporate Offices,Gardena,Los Angeles County,24.0,Layoff Temporary,Los Angeles County
5645,03/18/2020,03/18/2020,03/19/2020,Levy Premium Foodservice LimitedPartnership and Rank and Rally LLC,Mammoth Lakes,Mono County,548.0,Layoff Temporary,Mono County
5646,03/18/2020,03/18/2020,03/19/2020,"Pacific Coast Hospitality, LLC dba Holiday InnExpress",Costa Mesa,Orange County,17.0,Layoff Temporary,Orange County
