,Notice Date,Effective Date,Received Date,Company,City,County,Employees,Layoff/Closure,Year
3114,04/15/2020,04/05/2020,04/29/2020,"Dita Eyewear Global, LLC",Corona,Riverside County,6.0,layoff temporary,2020
3115,04/16/2020,04/20/2020,04/29/2020,"Core-Mark International, Inc.",Corona,Riverside County,76.0,layoff permanent,2020
3116,04/08/2020,03/19/2020,04/29/2020,"Public House Downtown, LLC",Sacramento,Sacramento County,88.0,closure temporary,2020
3117,04/08/2020,03/19/2020,04/29/2020,"Tavern on the Hill, LLC d/b/a Iron Horse Tavern",Folsom,Sacramento County,110.0,closure temporary,2020
3118,04/08/2020,03/19/2020,04/29/2020,"Tres Hermanos Y Amigo 1, LLC",Sacramento,Sacramento County,56.0,closure temporary,2020
3119,04/08/2020,03/19/2020,04/29/2020,"Tres Hermanos Y Amigo 2, LLC",Sacramento,Sacramento County,72.0,closure temporary,2020
3120,04/08/2020,03/19/2020,04/29/2020,"Tres Hermanos Y Amigo 3, LLC",Folsom,Sacramento County,70.0,closure temporary,2020
3121,04/08/2020,03/19/2020,04/29/2020,Wok in the Park LLC,Sacramento,Sacramento County,197.0,closure temporary,2020
3122,04/08/2020,03/19/2020,04/29/2020,"3 Suns, LLC",Sacramento,Sacramento County,94.0,closure temporary,2020
3123,03/19/2020,03/31/2020,04/29/2020,Ocelot Engineering dba Chaparral Motorsports,San Bernardino,San Bernardino County,1.0,layoff permanent,2020
3124,04/08/2020,04/14/2020,04/29/2020,"Alcatraz Cruises, LLC",San Francisco,San Francisco County,139.0,layoff temporary,2020
3125,04/15/2020,03/27/2020,04/29/2020,Lucky Strike San Francisco,San Francisco,San Francisco County,39.0,layoff permanent,2020
3126,04/15/2020,03/27/2020,04/29/2020,Lucky Strike San Francisco,San Francisco,San Francisco County,42.0,layoff temporary,2020
3127,04/15/2020,04/16/2020,04/29/2020,eShares Inc (dba Carta Inc),San Francisco,San Francisco County,60.0,layoff permanent,2020
3128,04/15/2020,04/05/2020,04/29/2020,Dita iinc,San Francisco,San Francisco County,3.0,layoff temporary,2020
3129,04/17/2020,04/17/2020,04/29/2020,Zume Inc.,Mountain View,Santa Clara County,63.0,layoff permanent,2020
3130,04/17/2020,04/19/2020,04/29/2020,BYTON North America Corporation,Santa Clara,Santa Clara County,217.0,layoff temporary,2020
3131,04/13/2020,04/10/2020,04/29/2020,Fox Factory Inc.,Scotts Valley,Santa Cruz County,159.0,layoff temporary,2020
3132,04/13/2020,04/10/2020,04/29/2020,Fox Factory Inc.,Watsonville,Santa Cruz County,85.0,layoff temporary,2020
3133,04/13/2020,03/18/2020,04/29/2020,"EDI Associates LP, dba El Dorado Hotel &Kitchen",Sonoma,Sonoma County,97.0,layoff temporary,2020
3134,04/08/2020,03/17/2020,04/29/2020,Restec Contractors Inc. at Facebook FRE 114,Fremont,Alameda County,1.0,layoff temporary,2020
3135,04/17/2020,04/20/2020,04/29/2020,Ampine LLC - Timber Products Company,Sutter Creek,Amador County,56.0,layoff temporary,2020
3136,04/08/2020,03/17/2020,04/29/2020,Restec Contractors Inc. at CSU Chico,Chico,Butte County,8.0,layoff temporary,2020
3137,04/08/2020,04/13/2020,04/29/2020,Neil Jones Food Company,Firebaugh,Fresno County,96.0,layoff temporary,2020
3138,04/08/2020,04/06/2020,04/29/2020,Center Theatre Group,Los Angeles,Los Angeles County,101.0,layoff temporary,2020
3139,04/08/2020,04/06/2020,04/29/2020,Kirk Douglas Theatre,Culver City,Los Angeles County,183.0,layoff temporary,2020
3140,04/16/2020,04/14/2020,04/29/2020,"Planet Express, LLC - Planet Hollywood",Los Angeles,Los Angeles County,37.0,layoff temporary,2020
3141,04/13/2020,04/08/2020,04/29/2020,"Ovations Fanfare, L.P. dba Spectra FoodServices and Hospitality",Sacramento,Sacramento County,135.0,layoff temporary,2020
3142,04/08/2020,03/17/2020,04/29/2020,Restec Contractors Inc. at P St DGS,Sacramento,Sacramento County,7.0,layoff temporary,2020
3143,04/08/2020,03/17/2020,04/29/2020,Restec Contractors Inc. at Facebook 0250 29-43,San Francisco,San Francisco County,6.0,layoff temporary,2020
3144,04/08/2020,03/17/2020,04/29/2020,Restec Contractors Inc. at Gotts Chase Center,San Francisco,San Francisco County,1.0,layoff temporary,2020
3145,04/08/2020,03/17/2020,04/29/2020,Restec Contractors Inc. at SFO ITB A&G,San Francisco,San Francisco County,1.0,layoff temporary,2020
3146,04/08/2020,03/17/2020,04/29/2020,Restec Contractors Inc. at Uber Mission Bay,San Francisco,San Francisco County,2.0,layoff temporary,2020
3147,04/08/2020,03/17/2020,04/29/2020,Restec Contractors Inc. at Synthego,Redwood City,San Mateo County,3.0,layoff temporary,2020
3148,04/08/2020,03/17/2020,04/29/2020,Restec Contractors Inc. at ISI Core Shell,Sunnyvale,Santa Clara County,4.0,layoff temporary,2020
3149,04/08/2020,03/17/2020,04/29/2020,Restec Contractors Inc. at Nvidia II,Santa Clara,Santa Clara County,3.0,layoff temporary,2020
3150,04/08/2020,03/17/2020,04/29/2020,Restec Contractors Inc. at Facebook SUN101HVAC,Sunnyvale,Santa Clara County,1.0,layoff temporary,2020
3151,04/07/2020,03/20/2020,04/29/2020,"G2 Secure Staff, LLC",San Jose,Santa Clara County,78.0,layoff temporary,2020
3152,04/13/2020,04/08/2020,04/29/2020,"Ovations Fanfare, L.P. dba Spectra FoodsServices and Hospitality",San Jose,Santa Clara County,177.0,layoff temporary,2020
3153,04/08/2020,03/17/2020,04/29/2020,Restec Contractors Inc. at Bayview,Mountain View,Santa Clara County,4.0,layoff temporary,2020
3154,04/08/2020,03/17/2020,04/29/2020,Restec Contractors Inc. at Caang,Mountain View,Santa Clara County,1.0,layoff temporary,2020
3155,04/16/2020,04/13/2020,04/29/2020,"Pleasanton - C2 Educational Systems, Inc.",Pleasanton,Alameda County,1.0,layoff temporary,2020
3156,04/08/2020,03/31/2020,04/29/2020,Burlington Coat Factory of Texas Inc. dbaBurlington #1058,Carson,Los Angeles County,52.0,closure temporary,2020
3157,04/20/2020,05/01/2020,04/29/2020,Patterson Dental Supply Inc.,El Segundo,Los Angeles County,88.0,layoff temporary,2020
3158,04/16/2020,04/16/2020,04/29/2020,"Cerritos - Educational Systems, Inc.",Cerritos,Los Angeles County,1.0,layoff temporary,2020
3159,04/16/2020,04/15/2020,04/29/2020,"Brentwood - C2 Educational Systems, Inc.",Los Angeles,Los Angeles County,1.0,layoff temporary,2020
3160,04/16/2020,04/15/2020,04/29/2020,"Calabasas - C2 Educational Systems, Inc.",Calabasas,Los Angeles County,1.0,layoff temporary,2020
3161,04/16/2020,04/15/2020,04/29/2020,"Glendale - Educational Systems, Inc.",Glendale,Los Angeles County,1.0,layoff temporary,2020
3162,04/16/2020,04/13/2020,04/29/2020,"Torrance - C2 Educational Systems, Inc.",Torrance,Los Angeles County,1.0,layoff temporary,2020
3163,04/16/2020,04/13/2020,04/29/2020,"Monrovia - C2 Educational Systems, Inc.",Monrovia,Los Angeles County,1.0,layoff temporary,2020
3164,04/16/2020,04/15/2020,04/29/2020,"Mill Valley - Educational Systems, Inc.",Mill Valley,Marin County,1.0,layoff temporary,2020
3165,04/16/2020,04/21/2020,04/29/2020,"Evolus, Inc.",Newport Beach,Orange County,101.0,layoff permanent,2020
3166,04/16/2020,04/13/2020,04/29/2020,"Rancho Santa Mararita - C2 EducationalSystems, Inc.",Rancho SantaMargarita,Orange County,2.0,layoff temporary,2020
3167,04/16/2020,04/13/2020,04/29/2020,"Huntington Beach - C2 Educational Systems,Inc.",Huntington Beach,Orange County,1.0,layoff temporary,2020
3168,03/30/2020,03/20/2020,04/29/2020,"DJI Service, LLC.",Cerritos,Los Angeles County,59.0,layoff temporary,2020
3169,04/16/2020,04/15/2020,04/29/2020,"Eastvale - Educational Systems, Inc.",Mira Loma,Riverside County,1.0,layoff temporary,2020
3170,04/17/2020,04/20/2020,04/29/2020,"TAMCO, Inc.",Rancho Cucamonga,San Bernardino County,68.0,layoff temporary,2020
3171,04/17/2020,04/17/2020,04/29/2020,The Salvation Army,San Diego,San Diego County,177.0,layoff temporary,2020
3172,04/16/2020,04/15/2020,04/29/2020,"Del Mar - Educational Systems, Inc.",San Diego,San Diego County,2.0,layoff temporary,2020
3173,04/13/2020,03/25/2020,04/29/2020,JE Model Management,San Francisco,San Francisco County,8.0,layoff temporary,2020
3174,04/16/2020,04/13/2020,04/29/2020,"West Portal - C@ Educational Systems, Inc.",San Francisco,San Francisco County,1.0,layoff temporary,2020
3175,04/18/2020,04/24/2020,04/29/2020,Tempo Automation,San Francisco,San Francisco County,54.0,layoff type unknown,2020
3176,04/13/2020,04/06/2020,04/29/2020,Jordanos,Santa Barbara,Santa Barbara County,141.0,layoff temporary,2020
3177,04/16/2020,04/13/2020,04/29/2020,"Los Altos - C2 Educational Systems, Inc.",Los Altos,Santa Clara County,2.0,layoff temporary,2020
3178,04/16/2020,04/16/2020,04/29/2020,"Cupertino - C2 Educational Systems, Inc.",San Jose,Santa Clara County,1.0,layoff temporary,2020
3179,04/17/2020,03/20/2020,04/29/2020,Four Sisters Inns,Healdsburg,Sonoma County,87.0,layoff temporary,2020
3180,04/13/2020,03/24/2020,04/29/2020,Hampton Inns Employer LLC dba HamptonInns and Suites by Hilton-RohnertPark/Sonoma County,Rohnert Park,Sonoma County,9.0,layoff temporary,2020
3181,04/06/2020,03/16/2020,04/29/2020,Aldo US INC,Ventura,Ventura County,18.0,layoff temporary,2020
3182,04/16/2020,04/13/2020,04/29/2020,"Westlake Village - C2 Educational Systems,Inc.",Thousand Oaks,Ventura County,1.0,layoff temporary,2020
3183,04/09/2020,03/18/2020,04/28/2020,Weatherford BMW,Berkeley,Alameda County,64.0,layoff temporary,2020
3184,04/10/2020,06/08/2020,04/28/2020,Adventist Health Bakersfield,Bakersfield,Kern County,12.0,layoff permanent,2020
3185,03/25/2020,03/22/2020,04/28/2020,Montys & Friends LLC,Panorama City,Los Angeles County,6.0,layoff temporary,2020
3186,03/25/2020,03/22/2020,04/28/2020,"TEAM Industrial Services, Inc.",Harbor City,Los Angeles County,53.0,layoff temporary,2020
3187,04/17/2020,04/18/2020,04/28/2020,"World Wrestling Entertainment, Inc., dba WWE",Los Angeles,Los Angeles County,10.0,layoff temporary,2020
3188,04/15/2020,04/06/2020,04/28/2020,Torrid LLC,City of Industry,Los Angeles County,132.0,layoff temporary,2020
3189,04/15/2020,04/15/2020,04/28/2020,San Fernando Motor Company DBA RydellChrysler Dodge Jeep Ram,San Fernando,Los Angeles County,45.0,layoff temporary,2020
3190,04/15/2020,04/15/2020,04/28/2020,San Fernando Valley Automotive Group dbaRydell Automotive Group,Northridge,Los Angeles County,47.0,layoff permanent,2020
3191,04/16/2020,03/16/2020,04/28/2020,"Rudy's Hollywood, LLC",Los Angeles,Los Angeles County,103.0,layoff temporary,2020
3192,04/16/2020,03/16/2020,04/28/2020,"Rudy's Hollywood, LLC dba Rudy's BarbershopMain Street",Santa Monica,Los Angeles County,17.0,layoff temporary,2020
3193,04/16/2020,03/23/2020,04/28/2020,Trophy Automotive Dealer Group LLC,Glendale,Los Angeles County,62.0,layoff temporary,2020
3194,04/16/2020,03/28/2020,04/28/2020,The Performing Arts Center of Los AngelesCounty,Los Angeles,Los Angeles County,1069.0,layoff temporary,2020
3195,04/16/2020,04/20/2020,04/28/2020,MUJI U.S.A. Limited dba MUJI Santa Anita,Arcadia,Los Angeles County,21.0,closure temporary,2020
3196,04/16/2020,04/20/2020,04/28/2020,MUJI U.S.A. Limited dba MUJI Santa Monica &MUJI Third Street,Santa Monica,Los Angeles County,38.0,closure temporary,2020
3197,04/16/2020,04/26/2020,04/28/2020,TA Aerospace,Valencia,Los Angeles County,215.0,layoff temporary,2020
3198,04/16/2020,04/20/2020,04/28/2020,MUJI U.S.A. Limited dba MUJI Hollywood,Los Angeles,Los Angeles County,14.0,closure temporary,2020
3199,04/09/2020,03/22/2020,04/28/2020,"MGB Echo Park LLC, dba Montys Good Burger",Los Angeles,Los Angeles County,28.0,closure temporary,2020
3200,04/09/2020,04/08/2020,04/28/2020,"MoMo West, LLC",Rowland Heights,Los Angeles County,118.0,layoff temporary,2020
3201,04/09/2020,04/09/2020,04/28/2020,"Cast & Crew Payroll, LLC",Burbank,Los Angeles County,276.0,layoff temporary,2020
3202,04/08/2020,03/31/2020,04/28/2020,Burlington Coat Factory of Texas Inc. dbaBurlington #1029,North Hollywood,Los Angeles County,72.0,closure temporary,2020
3203,04/08/2020,03/31/2020,04/28/2020,Burlington Coat Factory of Texas Inc. dbaBurlington #1058,Carson,Los Angeles County,52.0,layoff temporary,2020
3204,04/01/2020,03/16/2020,04/28/2020,"Siete Azul, LLC - El Cholo Downtown",Los Angeles,Los Angeles County,55.0,layoff temporary,2020
3205,04/01/2020,03/16/2020,04/28/2020,"El Cholo, Inc. - The Original",Los Angeles,Los Angeles County,77.0,layoff temporary,2020
3206,04/15/2020,04/30/2020,04/28/2020,Monterey Bay Aquarium,Monterey,Monterey County,221.0,layoff temporary,2020
3207,04/01/2020,03/16/2020,04/28/2020,"El Choro Corona Del Mar, Inc.",Corona Del Mar,Orange County,51.0,layoff temporary,2020
3208,04/01/2020,03/16/2020,04/28/2020,"Cannery Seafood of the Pacific, LLC",Newport Beach,Orange County,89.0,layoff temporary,2020
3209,04/01/2020,03/16/2020,04/28/2020,"El Cholo Anaheim Hills, LLC",Anaheim,Orange County,57.0,layoff temporary,2020
3210,04/16/2020,04/16/2020,04/28/2020,"LoanMe, Inc.",Anaheim,Orange County,64.0,layoff temporary,2020
3211,04/14/2020,04/19/2020,04/28/2020,"Los Angeles Times Communications, LLC",Fountain Valley,Orange County,9.0,layoff temporary,2020
3212,03/25/2020,04/13/2020,04/28/2020,Monty & Friends LLC (parent company ofMonty's Good Burger),Riverside,Riverside County,6.0,layoff temporary,2020
3213,04/09/2020,03/22/2020,04/28/2020,Montys Good Burger LLC,Riverside,Riverside County,22.0,closure temporary,2020
3214,04/14/2020,03/17/2020,04/28/2020,Burgers & Beers,La Quinta,Riverside County,118.0,layoff permanent,2020
3215,03/17/2020,03/16/2020,04/28/2020,"Hof's Hut Restaurants, Inc. dba Lucille'sSmokehouse Bar-B-Que",Rancho Cucamonga,San Bernardino County,103.0,layoff type unknown,2020
3216,04/16/2020,04/17/2020,04/28/2020,Hilton Resorts Corporation,Carlsbad,San Diego County,78.0,layoff temporary,2020
3217,04/13/2020,04/17/2020,04/28/2020,Watkins Wellness,Vista,San Diego County,429.0,layoff temporary,2020
3218,04/14/2020,04/19/2020,04/28/2020,"The San Diego Union-Tribune, LLC",San Diego,San Diego County,17.0,layoff temporary,2020
3219,04/02/2020,04/03/2020,04/28/2020,Goodwill Industries of San Diego County(GISD),San Diego,San Diego County,1235.0,layoff temporary,2020
3220,04/06/2020,03/21/2020,04/28/2020,State Bird Provisions,San Francisco,San Francisco County,42.0,layoff temporary,2020
3221,04/06/2020,03/21/2020,04/28/2020,The Progress,San Francisco,San Francisco County,59.0,layoff temporary,2020
3222,04/16/2020,04/20/2020,04/28/2020,MUJI U.S.A. Limited dba MUJI Soma,San Francisco,San Francisco County,11.0,closure temporary,2020
3223,04/16/2020,06/15/2020,04/28/2020,Invitae Corporation,San Francisco,San Francisco County,101.0,layoff permanent,2020
3224,04/16/2020,04/20/2020,04/28/2020,MUJI U.S.A. Limited dba MUJI San Jose,San Jose,Santa Clara County,11.0,closure temporary,2020
3225,04/16/2020,04/20/2020,04/28/2020,MUJI U.S.A. Limited dba MUJI Stanford,Palo Alto,Santa Clara County,17.0,closure temporary,2020
3226,04/17/2020,04/27/2020,04/28/2020,"Becton, Dickinson and Company, dba BD",San Jose,Santa Clara County,157.0,layoff temporary,2020
3227,04/17/2020,04/12/2020,04/28/2020,"Dick&rsquo;s Sporting Goods, Inc.",Santa Rosa,Sonoma County,37.0,layoff temporary,2020
3228,04/14/2020,04/15/2020,04/28/2020,TechnipFMC,Davis,Yolo County,32.0,layoff permanent,2020
3229,04/09/2020,04/09/2020,04/28/2020,Black Bear Diner,Davis,Yolo County,30.0,layoff temporary,2020
3230,03/27/2020,03/16/2020,04/28/2020,Oaks Card Club,Emeryville,Alameda County,358.0,closure temporary,2020
3231,04/09/2020,04/12/2020,04/28/2020,Los Angeles Philharmonic Association,Los Angeles,Los Angeles County,51.0,layoff temporary,2020
3232,04/09/2020,04/12/2020,04/28/2020,Los Angeles Philharmonic Association,Los Angeles,Los Angeles County,43.0,layoff temporary,2020
3233,04/16/2020,04/23/2020,04/28/2020,"Quemetco, Inc.",La Puente,Los Angeles County,182.0,layoff temporary,2020
3234,04/16/2020,03/14/2020,04/28/2020,"T.R.S.C., Inc.",El Segundo,Los Angeles County,134.0,layoff permanent,2020
3235,04/16/2020,03/25/2020,04/28/2020,"deluxe Entertainment Services, Inc.",Burbank,Los Angeles County,55.0,layoff temporary,2020
3236,04/07/2020,03/19/2020,04/28/2020,Mission Linen Supply,Oceanside,San Diego County,55.0,layoff temporary,2020
3237,04/08/2020,03/19/2020,04/28/2020,Hilton San Francisco Financial District,San Francisco,San Francisco County,274.0,layoff temporary,2020
3238,04/16/2020,04/06/2020,04/28/2020,Pactiv LLC,Stockton,San Joaquin County,104.0,layoff temporary,2020
3239,04/03/2020,04/03/2020,04/28/2020,Alsco,Santa Rosa,Sonoma County,25.0,layoff temporary,2020
3240,04/17/2020,04/12/2020,04/28/2020,Dick's Sporting Goods Inc. at Dublin Store#1071,Dublin,Alameda County,47.0,layoff temporary,2020
3241,04/17/2020,04/12/2020,04/28/2020,Dick's Sporting Goods Inc. at Chico Store#1089,Chico,Butte County,28.0,layoff temporary,2020
3242,04/16/2020,03/17/2020,04/28/2020,Palecek,Richmond,Contra Costa County,188.0,layoff temporary,2020
3243,04/16/2020,04/15/2020,04/28/2020,"Berkeley - C2 Educational Systems, Inc.",El Cerrito,Contra Costa County,2.0,layoff temporary,2020
3244,04/17/2020,04/12/2020,04/28/2020,Dick's Sporting Goods Inc. at Clovis Store #623,Clovis,Fresno County,43.0,layoff temporary,2020
3245,04/17/2020,04/12/2020,04/28/2020,Dick's Sporting Goods Inc. at Bakersfield Store#697,Bakersfield,Kern County,46.0,layoff temporary,2020
3246,04/17/2020,04/12/2020,04/28/2020,Dick's Sporting Goods Inc. at Cerritos Store#1195,Cerritos,Los Angeles County,68.0,layoff temporary,2020
3247,04/09/2020,03/29/2020,04/28/2020,Abercrombe & Fitch HCo.,Northridge,Los Angeles County,335.0,closure temporary,2020
3248,03/20/2020,03/20/2020,04/28/2020,"Soho House West Hollywood, LLCC",West Hollywood,Los Angeles County,41.0,layoff permanent,2020
3249,04/16/2020,04/15/2020,04/28/2020,"Anaheim Hills - C2 Educational Systems, Inc.",Anaheim,Orange County,2.0,layoff temporary,2020
3250,04/17/2020,04/12/2020,04/28/2020,Dick's Sporting Goods Inc. at Eastvale Store#1381,Eastvale,Riverside County,38.0,layoff temporary,2020
3251,03/17/2020,03/18/2020,04/28/2020,"Hof's Hut Restaurants, Inc. dba Lucille'sSmokehouse Bar-B-Que",Rancho Cucamonga,San Bernardino County,88.0,layoff type unknown,2020
3252,04/17/2020,04/12/2020,04/28/2020,Dick's Sporting Goods Inc. at Chino Store #925,Chino,San Bernardino County,32.0,layoff temporary,2020
3253,04/06/2020,03/16/2020,04/28/2020,"Aztec Shops, Ltd.",San Diego,San Diego County,12.0,layoff permanent,2020
3254,04/17/2020,04/17/2020,04/28/2020,Zodiac Pool Systems LLC,Carlsbad,San Diego County,35.0,layoff temporary,2020
3255,04/17/2020,04/12/2020,04/28/2020,Dick's Sporting Goods Inc. at Chula VistaStore #1413,Chula Vista,San Diego County,54.0,layoff temporary,2020
3256,04/17/2020,04/12/2020,04/28/2020,Dick's Sporting Goods Inc. at Carmel MountainStore #1411,San Diego,San Diego County,32.0,layoff temporary,2020
3257,04/17/2020,04/12/2020,04/28/2020,Dick's Sporting Goods Inc. at El Cajon Store#615,El Cajon,San Diego County,33.0,layoff temporary,2020
3258,04/09/2020,03/29/2020,04/28/2020,Abercrombie  & Fitch - HCo.,San Diego,San Diego County,544.0,closure temporary,2020
3259,04/17/2020,04/12/2020,04/28/2020,Dick's Sporting Goods Inc. at Daly City Store#1092,Daly City,San Mateo County,81.0,layoff temporary,2020
3260,04/09/2020,03/29/2020,04/28/2020,Abercrombie & Fitch HCo.,Santa Rosa,Sonoma County,98.0,closure temporary,2020
3261,04/09/2020,03/29/2020,04/28/2020,Abercrombie & Fitch - HCo.,Visalia,Tulare County,58.0,closure temporary,2020
3262,04/09/2020,03/29/2020,04/28/2020,Abercrombie & Fitch-HCo.,Ventura,Ventura County,49.0,closure temporary,2020
3263,04/15/2020,04/05/2020,04/28/2020,Zara USA Inc,Thousand Oaks,Ventura County,8.0,closure temporary,2020
3264,04/15/2020,04/12/2020,04/28/2020,Zara USA Inc,Thousand Oaks,Ventura County,3.0,closure temporary,2020
