,Notice Date,Effective Date,Received Date,Company,City,County,Employees,Layoff/Closure,County Orig,Year,Layoff/Closure clean
3058,04/24/2020,05/05/2020,05/02/2020,Adventist Health Lodi Memorial,Lodi,San Joaquin County,55.0,Layoff Temporary,San Joaquin County,2020,layoff temporary
3059,04/14/2020,03/20/2020,05/02/2020,Dorfman-Pacific Co.,Stockton,San Joaquin County,41.0,Layoff Temporary,San Joaquin County,2020,layoff temporary
3060,04/17/2020,05/17/2020,05/02/2020,"Jostens, Inc",Visalia,Tulare County,110.0,Closure Permanent,Tulare County,2020,closure permanent
3061,03/24/2020,03/13/2020,05/02/2020,"Los Angeles Turf Club, Inc dba Santa AnitaPark",Arcadia,Los Angeles County,400.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
3062,04/27/2020,04/20/2020,05/02/2020,"Fox Sports Productions, LLC",Los Angeles,Los Angeles County,3595.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
3063,04/27/2020,04/24/2020,05/02/2020,"Fox Alternative Entertainment, LLC",Los Angeles,Los Angeles County,28.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
3064,04/27/2020,04/24/2020,05/02/2020,"Fox Alternative Entertainment, LLC",Los Angeles,Los Angeles County,42.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
3065,04/25/2020,04/24/2020,05/02/2020,"Fox Studio Lot, LLC dba Fox Studio Lot",Los Angeles,Los Angeles County,109.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
3066,04/20/2020,05/02/2020,05/02/2020,Ports America,San Pedro,Los Angeles County,21.0,Layoff Unknown at thistime,Los Angeles County,2020,layoff type unknown
3067,04/20/2020,05/08/2020,05/02/2020,Marine Terminals Corporation (dba PortsAmerica),San Pedro,Los Angeles County,97.0,Layoff Unknown at thistime,Los Angeles County,2020,layoff type unknown
3068,04/23/2020,03/20/2020,05/02/2020,Soto & Sanchez Investment Inc - I Love L.A.,Los Angeles,Los Angeles County,3.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
3069,03/31/2020,03/31/2020,05/02/2020,Hotel Spero San Francisco,San Francisco,San Francisco County,78.0,Layoff Temporary,San Francisco County,2020,layoff temporary
3070,03/31/2020,03/31/2020,05/02/2020,The Marker Hotel San Francisco,San Francisco,San Francisco County,47.0,Layoff Temporary,San Francisco County,2020,layoff temporary
3071,04/21/2020,03/13/2020,05/02/2020,Olympic Club,San Francisco,San Francisco County,265.0,Closure Temporary,San Francisco County,2020,closure temporary
3072,04/27/2020,04/09/2020,05/02/2020,Able Services,Santa Clara,Santa Clara County,57.0,Layoff Temporary,Santa Clara County,2020,layoff temporary
3073,04/02/2020,06/03/2020,05/02/2020,Falck Northern California Corp.,Occidental,Sonoma County,140.0,Closure Permanent,Sonoma County,2020,closure permanent
3074,04/24/2020,04/24/2020,05/02/2020,"PCL Industrial Services, Inc.",Bakersfield,Kern County,102.0,Layoff Permanent,Kern County,2020,layoff permanent
3075,04/06/2020,04/08/2020,05/02/2020,The Gill Corporation,El Monte,Los Angeles County,222.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
3076,03/31/2020,03/31/2020,05/02/2020,"Labeltex Mills, Inc",Los Angeles,Los Angeles County,73.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
3077,03/31/2020,03/17/2020,05/02/2020,Altadena Town & Country Club,Altadena,Los Angeles County,62.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
3078,04/27/2020,04/27/2020,05/02/2020,3M Company DBA 3M Oral Care,Monrovia,Los Angeles County,464.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
3079,04/23/2020,04/01/2020,05/02/2020,"Mark Treystman, DDS DBA New CenturyDental Group",Los Angeles,Los Angeles County,6.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
3080,04/23/2020,04/01/2020,05/02/2020,"Rayfled& Treystman, A Dental Corporation",Los Angeles,Los Angeles County,5.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
3081,04/20/2020,04/12/2020,05/02/2020,Finish Line (dba JD Sports),Downey,Los Angeles County,52.0,Closure Temporary,Los Angeles County,2020,closure temporary
3082,04/20/2020,04/12/2020,05/02/2020,JD Sports,Northridge,Los Angeles County,22.0,Closure Temporary,Los Angeles County,2020,closure temporary
3083,04/16/2020,04/16/2020,05/02/2020,Clinica de Salud del Valle de Salinas,Salinas,Monterey County,47.0,Layoff Temporary,Monterey County,2020,layoff temporary
3084,03/17/2020,03/17/2020,05/02/2020,Hof's Hut Restaurants Inc dba Lucille'sSmokehouse Bar-B-Que,Tustin,Orange County,65.0,Closure Temporary,Orange County,2020,closure temporary
3085,03/17/2020,03/16/2020,05/02/2020,Hof's Hut Restaurants Inc dba Lucille'sSmokehouse Bar-B-Que,Brea,Orange County,66.0,Closure Temporary,Orange County,2020,closure temporary
3086,04/16/2020,04/14/2020,05/02/2020,Continuing Development,Irvine,Orange County,16.0,Layoff Temporary,Orange County,2020,layoff temporary
3087,04/24/2020,04/10/2020,05/02/2020,Karma Automotive LLC,Irvine,Orange County,61.0,Layoff Temporary,Orange County,2020,layoff temporary
3088,04/27/2020,03/27/2020,05/02/2020,3M,Irvine,Orange County,264.0,Layoff Temporary,Orange County,2020,layoff temporary
3089,04/23/2020,05/01/2020,05/02/2020,Tickets.com,Costa Mesa,Orange County,96.0,Layoff Temporary,Orange County,2020,layoff temporary
3090,03/30/2020,03/30/2020,05/02/2020,Grand Legacy at the Park,Anaheim,Orange County,80.0,Layoff Temporary,Orange County,2020,layoff temporary
3091,03/30/2020,03/30/2020,05/02/2020,Grand Legacy Hotel at the Park,Anaheim,Orange County,80.0,Layoff Temporary,Orange County,2020,layoff temporary
3092,03/30/2020,03/30/2020,05/02/2020,The 5ith Rooftop Restaurant & Bar,Anaheim,Orange County,31.0,Layoff Temporary,Orange County,2020,layoff temporary
3093,04/17/2020,04/17/2020,05/02/2020,Familly Health Centers of San Diego,San Diego,San Diego County,109.0,Closure Unknown at thistime,San Diego County,2020,closure type unknown
3094,04/21/2020,04/08/2020,05/02/2020,Tomatoes Extraordinaire Inc (dba SpecialtyProduce),San Diego,San Diego County,123.0,Layoff Permanent,San Diego County,2020,layoff permanent
3095,04/20/2020,04/20/2020,05/02/2020,PROSPECT AIRPORT SERVICES,San Francisco,San Francisco County,13.0,Layoff Temporary,San Francisco County,2020,layoff temporary
3096,03/25/2020,03/19/2020,05/02/2020,Dome Construction Corporation,South San Francisco,San Mateo County,83.0,Layoff Temporary,San Mateo County,2020,layoff temporary
3097,04/15/2020,03/17/2020,05/02/2020,Preston Pipelines Inc,Milpitas,Santa Clara County,280.0,Layoff Temporary,Santa Clara County,2020,layoff temporary
3098,04/16/2020,04/14/2020,05/02/2020,"Continuing Development, Inc",Sunnyvale,Santa Clara County,53.0,Layoff Temporary,Santa Clara County,2020,layoff temporary
3099,04/16/2020,04/14/2020,05/02/2020,Continuing Development Inc,Davis,Yolo County,6.0,Layoff Temporary,Yolo County,2020,layoff temporary
3100,04/08/2020,03/16/2020,05/01/2020,glassybaby LLC,Berkeley,Alameda County,55.0,Layoff Temporary,Alameda County,2020,layoff temporary
3101,04/21/2020,04/06/2020,05/01/2020,Hexel Corporation,Dublin,Alameda County,48.0,Layoff Permanent,Alameda County,2020,layoff permanent
3102,04/24/2020,04/01/2020,05/01/2020,"Kenyon Plastering of Livermore, Inc.",Livermore,Alameda County,70.0,Layoff Temporary,Alameda County,2020,layoff temporary
3103,04/20/2020,06/12/2020,05/01/2020,T.F. Louderback Inc (dba Bay Area BeverageCompany),Richmond,Contra Costa County,240.0,Layoff Permanent,Contra Costa County,2020,layoff permanent
3104,04/23/2020,03/20/2020,05/01/2020,AMC Burbank 16,Burbank,Los Angeles County,41.0,Closure Temporary,Los Angeles County,2020,closure temporary
3105,04/23/2020,03/20/2020,05/01/2020,AMC Marina DIT 6,Marina Del Rey,Los Angeles County,91.0,Closure Temporary,Los Angeles County,2020,closure temporary
3106,04/23/2020,04/06/2020,05/01/2020,Drybar Holdings LLC at Shop #101,Los Angeles,Los Angeles County,38.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
3107,04/23/2020,04/06/2020,05/01/2020,Drybar Holdings LLC at Shop #102,Studio City,Los Angeles County,46.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
3108,04/20/2020,04/01/2020,05/01/2020,Goldenvoice - The Roxy,West Hollywood,Los Angeles County,97.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
3109,04/23/2020,04/24/2020,05/01/2020,"Lucky Brand Dungarees, LLC",Los Angeles,Los Angeles County,2.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
3110,04/23/2020,04/06/2020,05/01/2020,Drybar Holdings LLC at Shop #155,Glendale,Los Angeles County,36.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
3111,04/23/2020,04/06/2020,05/01/2020,Drybar Holdings LLC at Shop #104,West Hollywood,Los Angeles County,60.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
3112,04/23/2020,04/06/2020,05/01/2020,Drybar Holdings LLC at Shop #107,El Segundo,Los Angeles County,49.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
3113,04/23/2020,04/06/2020,05/01/2020,Drybar Holdings LLC at Shop #113,Pacific Palisades,Los Angeles County,20.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
3114,04/23/2020,04/06/2020,05/01/2020,Drybar Holdings LLC at Shop #115,Santa Monica,Los Angeles County,44.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
3115,04/23/2020,04/06/2020,05/01/2020,Drybar Holdings LLC at Shop #116,Pasadena,Los Angeles County,59.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
3116,04/23/2020,04/06/2020,05/01/2020,Drybar Holdings LLC at Shop #121,Encino,Los Angeles County,47.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
3117,04/23/2020,04/06/2020,05/01/2020,Drybar Holdings LLC at Shop #122,Marina Del Rey,Los Angeles County,32.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
3118,04/23/2020,04/06/2020,05/01/2020,Drybar Holdings LLC at Shop #129,Los Angeles,Los Angeles County,43.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
3119,04/23/2020,04/06/2020,05/01/2020,Drybar Holdings LLC at Shop #134,Beverly Hills,Los Angeles County,41.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
3120,04/23/2020,04/06/2020,05/01/2020,Drybar Holdings LLC at Shop #143,Woodland Hills,Los Angeles County,47.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
3121,04/23/2020,04/06/2020,05/01/2020,Drybar Holdings LLC at Shop #151,Culver City,Los Angeles County,32.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
3122,04/22/2020,03/20/2020,05/01/2020,"Delta Floral Distributors, Inc.",Los Angeles,Los Angeles County,112.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
3123,04/22/2020,03/20/2020,05/01/2020,"Moving Pictures Services, Inc",Sherman Oaks,Los Angeles County,121.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
3124,04/22/2020,03/24/2020,05/01/2020,Deluxe Creative Services Inc,Santa Monica,Los Angeles County,105.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
3125,04/21/2020,04/21/2020,05/01/2020,"GumGum, Inc.",Santa Monica,Los Angeles County,63.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
3126,04/20/2020,04/24/2020,05/01/2020,"Agassi Gopchang, LLC dba Agassi Gopchang",Los Angeles,Los Angeles County,58.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
3127,04/20/2020,04/24/2020,05/01/2020,"JAKKS Pacific, Inc.",Santa Monica,Los Angeles County,56.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
3128,04/20/2020,04/24/2020,05/01/2020,"Rowland Heights Baekjeong, LLC dbaBaekjeong",Rowland Heights,Los Angeles County,56.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
3129,04/20/2020,04/24/2020,05/01/2020,"Temple City Baekjeong, LLC dba Beakjeong",Temple City,Los Angeles County,68.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
3130,04/20/2020,04/24/2020,05/01/2020,"Torrance Baekjeong, LLC dba Baekjeong",Torrance,Los Angeles County,47.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
3131,04/20/2020,04/20/2020,05/01/2020,Carlton Forge Works,Paramount,Los Angeles County,85.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
3132,04/08/2020,04/08/2020,05/01/2020,CarMax Burbank,Burbank,Los Angeles County,143.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
3133,04/20/2020,04/24/2020,05/01/2020,"Fullerton Baekjeong, LLC dba Baekjeong",Buena Park,Orange County,61.0,Layoff Permanent,Orange County,2020,layoff permanent
3134,04/20/2020,04/24/2020,05/01/2020,"Irvine Baekjeong, LLC dba Baekjeong",Irvine,Orange County,74.0,Layoff Permanent,Orange County,2020,layoff permanent
3135,04/23/2020,04/06/2020,05/01/2020,Drybar Holdings LLC at Shop #103,Newport Beach,Orange County,47.0,Layoff Temporary,Orange County,2020,layoff temporary
3136,04/23/2020,04/06/2020,05/01/2020,Drybar Holdings LLC at Shop #154,Huntington Beach,Orange County,27.0,Layoff Temporary,Orange County,2020,layoff temporary
3137,04/23/2020,04/06/2020,05/01/2020,Drybar Holdings LLC,Irvine,Orange County,31.0,Layoff Temporary,Orange County,2020,layoff temporary
3138,04/23/2020,04/27/2020,05/01/2020,Parker Hannifin - Parker Aerospace Group,Irvine,Orange County,154.0,Layoff Permanent,Orange County,2020,layoff permanent
3139,03/23/2020,03/20/2020,05/01/2020,AMC Orange 30,Orange,Orange County,49.0,Closure Temporary,Orange County,2020,closure temporary
3140,04/23/2020,04/23/2020,05/01/2020,Rc Willey Home Furnishings - Rocklin,Rocklin,Placer County,45.0,Layoff Temporary,Placer County,2020,layoff temporary
3141,04/23/2020,04/23/2020,05/01/2020,RC Willey Home Furnishings - Delta Shores,Sacramento,Sacramento County,43.0,Layoff Temporary,Sacramento County,2020,layoff temporary
3142,04/23/2020,04/24/2020,05/01/2020,"Old Dominion Freight Line, Inc.",Bloomington,San Bernardino County,69.0,Layoff Temporary,San Bernardino County,2020,layoff temporary
3143,04/21/2020,03/30/2020,05/01/2020,Connect Homes,San Bernardino,San Bernardino County,41.0,Layoff Unknown at thistime,San Bernardino County,2020,layoff type unknown
3144,04/21/2020,04/03/2020,05/01/2020,"HCAL, LLC dba Harrah's Resort SouthernCalifornia",Funner,San Diego County,1440.0,Closure Temporary,San Diego County,2020,closure temporary
3145,04/23/2020,03/20/2020,05/01/2020,AMC Mission Valley 20,San Diego,San Diego County,48.0,Closure Temporary,San Diego County,2020,closure temporary
3146,04/21/2020,05/10/2020,05/01/2020,"Scripps Health dba Scripps Mercy Hospital,Chula Vista",Chula Vista,San Diego County,48.0,Layoff Permanent,San Diego County,2020,layoff permanent
3147,04/22/2020,04/01/2020,05/01/2020,Garden Communities Family of Properties,San Diego,San Diego County,50.0,Layoff Temporary,San Diego County,2020,layoff temporary
3148,04/23/2020,04/06/2020,05/01/2020,Drybar Holdings LLC at Shop #124,San Francisco,San Francisco County,24.0,Layoff Temporary,San Francisco County,2020,layoff temporary
3149,04/23/2020,04/06/2020,05/01/2020,Drybar Holdings LLC at Shop #128,San Francisco,San Francisco County,40.0,Layoff Temporary,San Francisco County,2020,layoff temporary
3150,04/22/2020,04/04/2020,05/01/2020,Transform SR Holding,San Francisco,San Francisco County,48.0,Layoff Temporary,San Francisco County,2020,layoff temporary
3151,04/20/2020,04/01/2020,05/01/2020,Goldenvoice,San Francisco,San Francisco County,121.0,Layoff Temporary,San Francisco County,2020,layoff temporary
3152,04/17/2020,04/25/2020,05/01/2020,LendingHome Corporation,San Francisco,San Francisco County,19.0,Layoff Temporary,San Francisco County,2020,layoff temporary
3153,04/17/2020,04/25/2020,05/01/2020,LendingHome Corporation,San Francisco,San Francisco County,24.0,Layoff Permanent,San Francisco County,2020,layoff permanent
3154,03/23/2020,03/20/2020,05/01/2020,AMC Metreon 16,San Francisco,San Francisco County,64.0,Closure Temporary,San Francisco County,2020,closure temporary
3155,04/13/2020,04/13/2020,05/01/2020,"Global Experience Specialists, Inc.",South San Francisco,San Mateo County,4.0,Layoff Temporary,San Mateo County,2020,layoff temporary
3156,04/23/2020,04/06/2020,05/01/2020,Drybar Holdings LLC at Shop #119,Burlingame,San Mateo County,30.0,Layoff Temporary,San Mateo County,2020,layoff temporary
3157,04/21/2020,04/20/2020,05/01/2020,LA CUMBRE COUNTRY CLUB,Santa Barbara,Santa Barbara County,42.0,Layoff Temporary,Santa Barbara County,2020,layoff temporary
3158,04/03/2020,03/31/2020,05/01/2020,Insight Health Corp.,Los Gatos,Santa Clara County,6.0,Layoff Temporary,Santa Clara County,2020,layoff temporary
3159,04/21/2020,04/23/2020,05/01/2020,"Specialized Bicycle Components, Inc.",Morgan Hill,Santa Clara County,63.0,Layoff Permanent,Santa Clara County,2020,layoff permanent
3160,04/17/2020,03/18/2020,05/01/2020,"Piatti Restaurant Company LP, dba Piatti",Santa Clara,Santa Clara County,51.0,Layoff Temporary,Santa Clara County,2020,layoff temporary
3161,04/23/2020,04/06/2020,05/01/2020,Drybar Holdings LLC at Shop #109,San Jose,Santa Clara County,44.0,Layoff Temporary,Santa Clara County,2020,layoff temporary
3162,04/23/2020,04/06/2020,05/01/2020,Drybar Holdings LLC at Shop #118,Palo Alto,Santa Clara County,43.0,Layoff Temporary,Santa Clara County,2020,layoff temporary
3163,04/23/2020,05/02/2020,05/01/2020,Adventist Health Home Care Services,Sonora,Tuolumne County,2.0,Layoff Permanent,Tuolumne County,2020,layoff permanent
3164,04/23/2020,04/06/2020,05/01/2020,Drybar Holdings LLC at Shop #108,Westlake Village,Ventura County,46.0,Layoff Temporary,Ventura County,2020,layoff temporary
3165,04/22/2020,04/21/2020,05/01/2020,Reyes Coca Cola Bottling,Union City,Alameda County,26.0,Closure Permanent,Alameda County,2020,closure permanent
3166,04/24/2020,04/24/2020,05/01/2020,ELECTRICAL TRAINING INSTITUTE INC,Los Angeles,Los Angeles County,81.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
3167,04/22/2020,04/22/2020,05/01/2020,Reyes Coca-Cola Bottling LLC,Torrance,Los Angeles County,23.0,Closure Permanent,Los Angeles County,2020,closure permanent
3168,04/23/2020,03/20/2020,05/01/2020,AMC Southbay Galleria 16,Redondo Beach,Los Angeles County,42.0,Closure Temporary,Los Angeles County,2020,closure temporary
3169,04/23/2020,04/03/2020,05/01/2020,"KNBC-TV, LLC",Universal City,Los Angeles County,46.0,Layoff Unknown at thistime,Los Angeles County,2020,layoff type unknown
3170,04/23/2020,04/03/2020,05/01/2020,"Universal Content Productions, LLC",Los Angeles,Los Angeles County,27.0,Layoff Unknown at thistime,Los Angeles County,2020,layoff type unknown
3171,04/23/2020,04/03/2020,05/01/2020,"Universal Content Productions, LLC",Universal City,Los Angeles County,147.0,Layoff Unknown at thistime,Los Angeles County,2020,layoff type unknown
3172,04/20/2020,04/01/2020,05/01/2020,Goldenvoice - The Shrine Auditorium,Los Angeles,Los Angeles County,610.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
