rowid,﻿X,Y,OBJECTID,PARTICIPANT_CODE,FORMAL_PARTICIPANT_NAME,HA_PHN_NUM,HA_FAX_NUM,HA_EMAIL_ADDR_TEXT,EXEC_DIR_PHONE,EXEC_DIR_FAX,EXEC_DIR_EMAIL,PHAS_DESIGNATION,HA_LOW_RENT_SIZE_CATEGORY,SECTION8_UNITS_CNT,HA_SECTION_8_SIZE_CATEGORY,HA_COMBINED_SIZE_CATEGORY,HA_FYE,HA_PROGRAM_TYPE,TOTAL_UNITS,TOTAL_DWELLING_UNITS,ACC_UNITS,PH_OCCUPIED,SECTION8_OCCUPIED,TOTAL_OCCUPIED,PCT_OCCUPIED,REGULAR_VACANT,PHA_TOTAL_UNITS,NUMBER_REPORTED,PCT_REPORTED,OPFUND_AMNT,OPFUND_AMNT_PREV_YR,CAPFUND_AMNT,CAPFUND_AMNT_PREV_YR,VCHR_AMNT,VCHR_AMNT_PREV_YR,ROSS_AMNT,FSS_AMNT,SPENDING_PER_MONTH,SPENDING_PER_MONTH_PREV_YR,CHLDRN_MBR_CNT,ELDLY_PRCNT,PCT_DISABLED_LT62_ALL,PCT_LT80_MEDIAN,MEDIAN_INC_AMNT,STATE2KX,CNTY_NM2KX,CNTY2KX,TRACT2KX,BG2KX,BLOCK2KX,DPVACT,DPVNOST,CURCNTY_NM,CURCNTY,CURCOSUB,CURCOSUB_NM,PLACE2KX,PLACE_NM2KX,PLACE_CC2KX,PLACE_INC2KX,MSA,MSA_NM,CBSA,CBSA_NM,NECTA,NECTA_NM,METRO,MICRO,FCD_FIPS91,HLC,DPV,DPVRC,STD_ADDR,URB_OUT,STD_CITY,STD_ST,STD_ZIP5,STD_ZIP9,ZIP_CLASS,ZCTA2KX,DPBC,DPBC_CKSUM,STD_ZIP11,ADDR_TYPE,APT_NO,APT_TYPE,C1PGRC,C1PPRB,C1PDRC,C1PSRC,C1PARC,C1PZRC,MSGUSPS,LAT,LON,RC2KX,STM2KX,LVL2KX,UR,MSG2KX,COUNTY_LEVEL,PLACE_LEVEL,TRACT_LEVEL,BLKGRP_LEVEL,UGLG_KEY,LAST_UPDT_DTTM,ANNL_EXPNS_AMNT,ANNL_EXPNS_AMNT_PREV_YR,
2324,-105.0616,36.6063,2324,NM022,Housing Authority of the Town of Springer,5754832836,5754835090,springerhousingauthority@qwestoffice.net,5754832836,5754835090,springerhousingauthority@qwestoffice.net,Troubled Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),6/30,Low-Rent,56,56,56,56,0,56,100,0,56,55,98.21,115580,115580,139505,139505,0,0,0,0,380,409,42,13.22,1.65,70.91,19272,35,Colfax,007,950700,,,,,Colfax,7,93270,Springer,74800,Springer town,C1,,9999,,99999,,99999,,0,0,3503,0576,,,,,Springer,NM,87747,,,87747,,,,,,,S,,,,,S,Street not found,36.6063,-105.0616,5,H,T,R,**  Centroid Lat/Long   **,35007,3574800,35007950700,,3574800,2020/08/24 16,57,41+00,255083
2325,-104.705561,36.008179,2325,NM032,Housing Authority of the Village of Wagon Mound,5756662268,5756669023,wmhousing@nnmt.net,5756662268,5756669023,wmhousing@nnmt.net,Substandard Financial,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),6/30,Low-Rent,19,19,19,19,0,19,100,0,19,19,100,72413,72413,43697,43697,0,0,0,0,509,538,20,4.76,2.38,94.74,13848,35,Mora,033,955200,5,5936,,,Mora,33,93720,Wagon Mound,83340,Wagon Mound village,C1,,9999,,29780,"Las Vegas, NM Micropolitan Statistical Area",99999,,0,1,3503,0642,,,,,WAGON MOUND,NM,87752,,,87752,0,,,,,,S,,,,,S,Street not found,36.008179,-104.705561,S,,R,R,** Street-Level Rooftop **,35033,3583340,35033955200,350339552005,3583340,2020/08/24 16,57,41+00,116110
2326,-98.062032,27.749486,2326,TX178,Alice Housing Authority,3616643453,3616643464,alicehousingauthority@gmail.com,3616643453,3616643464,Alicehousingauthority@gmail.com,High Performer,MEDIUM LOW (100-299),154,MEDIUM LOW (100-299),MEDIUM HIGH (300-999),3/31,Combined,243,240,243,239,152,391,99.24,1,394,392,100,570915,570915,510785,510785,768785,764323,0,0,415,411,524,11.94,6.02,99.23,11093,48,Jim Wells,249,950300,5,5004,,,Jim Wells,249,90035,Alice,01852,Alice city,C1,,9999,,10860,"Alice, TX Micropolitan Statistical Area",99999,,0,1,4834,0078,D,,125 Olmito St,,Alice,TX,78332,6649,,78332,99,4,78332664999,H,1SUD,,,1,,N,N,,90% Overall probable correctness,27.749486,-98.062032,S,,R,U,** Street-Level Rooftop **,48249,4801852,48249950300,482499503005,4801852,2020/08/24 16,57,41+00,1923779
2327,-97.15666,27.915799,2327,TX313,Aransas Pass Housing Authority,3617583032,3617583701,director@aphatx.org,3617583032,,director@aphatx.org,High Performer,MEDIUM LOW (100-299),211,MEDIUM LOW (100-299),MEDIUM HIGH (300-999),3/31,Combined,118,116,118,25,188,213,65.14,6,327,118,55.4,319349,319349,229971,229971,1389565,1140987,0,0,460,586,66,31,9,100,12546,48,San Patricio,409,010202,1,1001,,,San Patricio,409,90125,Aransas Pass-Ingleside,03600,Aransas Pass city (part),C1,,1880,"Corpus Christi, TX MSA",18580,"Corpus Christi, TX Metropolitan Statistical Area",99999,,1,0,4827,0204,D,,254 N 13th St,,Aransas Pass,TX,78336,4501,,78336,99,5,78336450199,H,1SUD,,,0,,,N,,100% Overall probable correctness,27.915799,-97.15666,S,,R,U,** Street-Level Rooftop **,48409,4803600,48409010202,484090102021,4803600,2020/08/24 16,57,41+00,1147073
2328,-98.149056,27.219551,2328,TX201,Falfurrias Housing Authority,3613255631,3613253391,falfurriashousing@outlook.com,3613255631,3613253391,falfurriashousing@outlook.com,Standard Performer,MEDIUM LOW (100-299),182,MEDIUM LOW (100-299),MEDIUM HIGH (300-999),9/30,Combined,125,123,125,112,81,193,63.28,11,305,196,100,406995,406995,249951,249951,515680,516728,0,0,489,478,257,7.94,10.83,98.47,9727,48,Brooks,047,950200,4,4034,,,Brooks,47,91280,Falfurrias,25368,Falfurrias city,C1,,9999,,99999,,99999,,0,0,4815,1758,Y,,924 S Gardner St,,Falfurrias,TX,78355,4826,,78355,24,6,78355482624,S,,,,1,,N,,,90% Overall probable correctness,27.219551,-98.149056,S,,R,U,** Street-Level Rooftop **,48047,4825368,48047950200,480479502004,4825368,2020/08/24 16,57,41+00,1123650
2329,-97.2884,27.9325,2329,TX302,Gregory Housing Authority,3616435014,3616435014,krystal_hild@gregoryha.org,3616435014,3616430281,krystal_hild@gregoryha.org,Standard Performer,VERY SMALL (0-49),97,SMALL (50-99),SMALL (50-99),3/31,Combined,0,0,0,0,80,80,82.48,0,97,30,37.5,23178,23178,113996,113996,367247,317781,0,0,205,229,17,24.07,18.52,96.67,12420,48,San Patricio,409,010500,,,,,San Patricio,409,93103,Portland-Gregory,31064,Gregory city,C1,,9999,,18580,"Corpus Christi, TX Metropolitan Statistical Area",99999,,1,0,4827,2190,,,,,GREGORY,TX,78359,,P,78359,3,,,,,,S,,,,,S,Street not found,27.9325,-97.2884,5,S,T,R,**  Centroid Lat/Long   **,48409,4831064,48409010500,,4831064,2020/08/24 16,57,41+00,220022
2330,-98.688309,27.312262,2330,TX511,Jim Hogg County Housing Authority,3615274353,3615274901,erika.garza@hajhc.com,3615274353,3615274901,erika.garza@hajhc.com,,,75,SMALL (50-99),SMALL (50-99),12/31,Section 8,0,0,0,0,61,61,81.34,0,75,55,90.16,0,0,0,0,188268,193607,0,0,353,357,60,6.3,3.15,98.18,11713,48,Jim Hogg,247,950400,1,1022,,,Jim Hogg,247,92820,North Jim Hogg,33008,Hebbronville CDP,U1,,9999,,99999,,99999,,0,0,4815,2352,D,,508 N Dagmar Ave,,Hebbronville,TX,78361,2200,,78361,99,3,78361220099,H,1SUD,,,1,,N,N,,90% Overall probable correctness,27.312262,-98.688309,S,,R,U,** Street-Level Rooftop **,48247,4833008,48247950400,482479504001,48247,2020/08/24 16,57,41+00,248659
2331,-119.182548,34.19833,2331,CA031,Housing Authority of the City of Oxnard,8053858094,8053857969,emilio.ramirez@oxnard.org,8053858094,8053857969,emilio.ramirez@oxnard.org,High Performer,MEDIUM HIGH (300-999),1840,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",6/30,Combined,666,666,666,488,1693,2181,92.41,18,2360,2167,99.36,1047880,1047880,2165525,2165525,20799735,18588606,0,0,1017,927,1754,19.81,8.71,98.98,18132,06,Ventura,111,008700,3,3048,,,Ventura,111,92310,Oxnard,54652,Oxnard city (part),C1,,8735,"Ventura, CA PMSA",37100,"Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",99999,,1,0,0626,2622,Y,,435 S D St,,Oxnard,CA,93030,5918,,93030,35,4,93030591835,S,,,,0,,,,,100% Overall probable correctness,34.19833,-119.182548,S,,R,U,** Street-Level Rooftop **,6111,654652,06111008700,061110087003,0654652,2020/08/24 16,57,41+00,23455945
2332,-121.964659,36.979819,2332,CA072,SANTA CRUZ COUNTY HSG AUTH,8314549455,8314693712,housing@hacosantacruz.org,8314549455,,housing@hacosantacruz.org,High Performer,MEDIUM LOW (100-299),5099,"EXTRA LARGE (5,000+)","EXTRA LARGE (5,000+)",6/30,Combined,234,234,234,227,4653,4880,92.22,0,5292,5136,100,568006,568006,621773,621773,79165031,65387071,0,0,1579,1443,4149,16.28,12.08,99.2,15574,06,Santa Cruz,087,121700,1,1001,,,Santa Cruz,87,92900,Santa Cruz,11040,Capitola city,C1,,7485,"Santa Cruz-Watsonville, CA PMSA",42100,"Santa Cruz-Watsonville, CA Metropolitan Statistical Area",99999,,1,0,0620,0552,Y,,2160 41st Ave,,Capitola,CA,95010,2009,,95010,60,8,95010200960,S,,,,0,,,,,100% Overall probable correctness,36.979819,-121.964659,S,,R,U,** Street-Level Rooftop **,6087,611040,06087121700,060871217001,0611040,2020/08/24 16,57,41+00,81145458
2333,-121.902851,37.335878,2333,CA056,HOUSING AUTHORITY OF THE CITY OF SAN JOSE,4082758770,,federalprograms@scchousingauthority.org,4089932903,,Katherine.Harasz@scchousingauthority.org,,,6581,"EXTRA LARGE (5,000+)","EXTRA LARGE (5,000+)",6/30,Section 8,0,0,0,0,5868,5868,89.6,0,6549,5899,100,0,0,0,0,140058590,134585631,0,0,1856,1785,3124,29.67,9.35,99.14,13692,06,Santa Clara,085,500300,1,1064,,,Santa Clara,85,92830,San Jose,68000,San Jose city (part),C1,,7400,"San Jose, CA PMSA",41940,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",99999,,1,0,0619,3258,Y,,505 W Julian St,,San Jose,CA,95110,2338,,95110,5,3,95110233805,S,,,,0,,,,,100% Overall probable correctness,37.335878,-121.902851,S,,R,U,** Street-Level Rooftop **,6085,668000,06085500300,060855003001,0668000,2020/08/24 16,57,41+00,125457589
2334,-121.902851,37.335878,2334,CA059,Santa Clara County Housing Authority,4082758770,,federalprograms@scchousingauthority.org,4089932903,,Katherine.Harasz@scchousingauthority.org,Substandard Physical,VERY SMALL (0-49),11977,"EXTRA LARGE (5,000+)","EXTRA LARGE (5,000+)",6/30,Combined,4,4,4,4,10561,10565,88.49,0,11939,10706,100,10473,10473,659953,659953,251839489,245445941,0,0,1862,1803,5825,29.28,10.21,99.06,14043,06,Santa Clara,085,500300,1,1064,,,Santa Clara,85,92830,San Jose,68000,San Jose city (part),C1,,7400,"San Jose, CA PMSA",41940,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",99999,,1,0,0619,3258,Y,,505 W Julian St,,San Jose,CA,95110,2338,,95110,5,3,95110233805,S,,,,0,,,,,100% Overall probable correctness,37.335878,-121.902851,S,,R,U,** Street-Level Rooftop **,6085,668000,06085500300,060855003001,0668000,2020/08/24 16,57,41+00,220381853
2335,-121.339529,37.983487,2335,CA024,Housing Auth. of the County of San Joaquin,2094605069,2094605169,pragsdale@hacsj.org,2094605069,2094605169,pragsdale@hacsj.org,High Performer,MEDIUM HIGH (300-999),5188,"EXTRA LARGE (5,000+)","EXTRA LARGE (5,000+)",9/30,Combined,987,982,986,957,4359,5316,86.18,23,6169,5357,100,4695393,4695393,3364544,3364544,35635383,35186197,0,0,791,729,5992,11.62,16.09,98.1,13520,06,San Joaquin,077,003113,4,4007,,,San Joaquin,77,93240,Stockton,75000,Stockton city (part),C1,,8120,"Stockton-Lodi, CA MSA",44700,"Stockton, CA Metropolitan Statistical Area",99999,,1,0,0609,3624,D,,2575 Grand Canal Blvd,,Stockton,CA,95207,8260,,95207,99,3,95207826099,H,1SUD,,,0,,,N,,100% Overall probable correctness,37.983487,-121.339529,S,,R,U,** Street-Level Rooftop **,6077,675000,06077003113,060770031134,0675000,2020/08/24 16,57,41+00,45717426
2336,-120.50469,37.293227,2336,CA023,County of Merced Housing Authority,2093864139,2097220106,rosav@merced-pha.com,2093864108,2097220106,rosav@merced-pha.com,High Performer,MEDIUM HIGH (300-999),2848,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",9/30,Combined,421,421,421,411,2465,2876,87.98,10,3269,2922,100,1319252,1319252,1162401,1162401,17499106,16762581,0,0,670,603,4445,7.77,8.98,98.02,13207,06,Merced,047,001503,1,1014,,,Merced,47,91960,Merced,46898,Merced city (part),C1,,4940,"Merced, CA MSA",32900,"Merced, CA Metropolitan Statistical Area",99999,,1,0,0616,2250,Y,,405 U St,,Merced,CA,95341,6548,,95341,5,0,95341654805,S,,,,0,,,,,100% Overall probable correctness,37.293227,-120.50469,S,,R,U,** Street-Level Rooftop **,6047,646898,06047001503,060470015031,0646898,2020/08/24 16,57,41+00,20132614
2337,-121.174543,44.273441,2337,OR034,Central Oregon Regional Housing Authority,5419231018,5419236441,dbrandt@housing-works.org,5413237405,5419236441,dbrandt@housing-works.org,Standard Performer,VERY SMALL (0-49),1272,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",6/30,Combined,0,0,0,0,1219,1219,95.83,0,1272,1256,100,0,0,0,0,8993974,8528128,0,0,701,666,992,14.66,20.51,99.44,11598,41,Deschutes,017,000800,4,4078,,,Deschutes,17,92635,Redmond,61200,Redmond city,C1,,9999,,13460,"Bend, OR Metropolitan Statistical Area",99999,,1,0,4102,1140,Y,,405 SW 6th St,,Redmond,OR,97756,2204,,97756,5,3,97756220405,S,,,,1,,,,,90% Overall probable correctness,44.273441,-121.174543,S,,R,U,** Street-Level Rooftop **,41017,4161200,41017000800,410170008004,4161200,2020/08/24 16,57,41+00,9520018
2338,-80.235718,26.039382,2338,FL136,Hollywood Housing Authority,9549894691,9549618010,tony@hhafl.com,9549894691,9549618010,tony@hhafl.com,High Performer,MEDIUM LOW (100-299),828,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),12/31,Combined,120,120,120,119,746,865,91.24,1,948,980,100,333088,333088,195997,195997,7891561,8808389,0,0,1255,1108,835,21.05,12.4,99.29,10889,12,Broward,011,090601,2,2003,,,Broward,11,91508,Hollywood,32000,Hollywood city,C1,,2680,"Fort Lauderdale, FL PMSA",33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",99999,,1,0,1223,1320,D,,7350 Davie Road Ext,,Hollywood,FL,33024,2403,,33024,99,1,33024240399,H,1SUD,,,2,D,,N,,80% Overall probable correctness,26.039382,-80.235718,S,,R,U,** Street-Level Rooftop **,12011,1232000,12011090601,120110906012,1232000,2020/08/24 16,57,41+00,11860963
2339,-88.1053,33.6183,2339,AL141,Housing Authority of the Town of Kennedy,2057991202,2057991202,frankhunnicutt@hotmail.com,2057991202,,frankhunnicutt@hotmail.com,Standard Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),6/30,Low-Rent,14,14,14,14,0,14,100,0,14,14,100,40927,40927,27163,27163,0,0,0,0,405,405,5,45.45,13.64,100,14946,01,Lamar,075,030200,,,,,Lamar,75,92151,Millport,39520,Kennedy town,C1,,9999,,99999,,99999,,0,0,01**,1272,,,,,KENNEDY,AL,35574,,,35574,,,,,,,S,,,,,S,Street not found,33.6183,-88.1053,5,S,T,R,**  Centroid Lat/Long   **,1075,139520,01075030200,,0139520,2020/08/24 16,57,41+00,68090
2340,-98.579601,29.039771,2340,TX236,Poteet Housing Authority,8307423589,8307424558,poteethousing@sbcglobal.net,8307423589,8307424558,poteethousing@sbcglobal.net,Standard Performer,SMALL (50-99),24,VERY SMALL (0-49),SMALL (50-99),9/30,Combined,60,60,60,60,21,81,96.43,0,84,80,98.77,116858,116858,119598,119598,83079,74865,0,0,320,328,57,26.32,9.87,98.75,12810,48,Atascosa,013,960300,1,1043,,,Atascosa,13,93120,Poteet,59084,Poteet city,C1,,9999,,41700,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",99999,,1,0,4828,4284,,,,,POTEET,TX,78065,,,78065,20,,,,,,H,,,,,H,House # not found on this street,29.039771,-98.579601,S,,R,U,** Street-Level Rooftop **,48013,4859084,48013960300,480139603001,4859084,2020/08/24 16,57,41+00,322424
2341,-98.1717,28.5265,2341,TX176,Three Rivers Housing Authority,3617862295,3617864419,cristi@kenedyhousing.info,3617862295,3617864419,cristi@kenedyhousing.info,Standard Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),3/31,Low-Rent,39,37,39,36,0,36,97.3,1,37,36,100,61921,61921,77298,77298,0,0,0,0,322,352,44,9.89,6.59,94.44,14451,48,Live Oak,297,950100,,,,,Live Oak,297,93905,Three Rivers,72872,Three Rivers city,C1,,9999,,99999,,99999,,0,0,4815,5382,,,,,THREE RIVERS,TX,78071,,,78071,2,,,,,,H,,,,,H,House # not found on this street,28.5265,-98.1717,5,S,T,R,**  Centroid Lat/Long   **,48297,4872872,48297950100,,4872872,2020/08/24 16,57,41+00,139219
2342,-97.75817,28.398367,2342,TX152,Beeville Housing Authority,3613620399,3613620205,melissa@beevilleha.org,3613620399,3613620205,melissa@beevilleha.org,Standard Performer,MEDIUM LOW (100-299),370,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),3/31,Combined,194,194,194,185,219,404,71.63,9,564,404,100,366241,366241,393751,393751,1494593,1348499,0,0,402,409,499,11.88,10.91,99.5,9666,48,Bee,025,950400,1,1086,,,Bee,25,90240,Beeville,07192,Beeville city,C1,,9999,,13300,"Beeville, TX Micropolitan Statistical Area",99999,,0,1,4834,0420,Y,,1101 W Bowie St,,Beeville,TX,78102,5526,,78102,1,3,78102552601,S,,,,1,,N,,,90% Overall probable correctness,28.398367,-97.75817,S,,R,U,** Street-Level Rooftop **,48025,4807192,48025950400,480259504001,4807192,2020/08/24 16,57,41+00,2141311
2343,-98.01494,28.981223,2343,TX323,Falls City Housing Authority,8305832321,8304004150,cristi@kenedyhousing.info,8305832321,,cristi@kenedyhousing.info,Standard Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),12/31,Low-Rent,8,8,8,7,0,7,87.5,1,8,7,-4,13470,13470,15437,15437,0,0,0,0,-4,-4,-4,-4,-4,-4,-4,48,Karnes,255,970100,2,2089,,,Karnes,255,91285,Falls City,25392,Falls City city,C1,,9999,,99999,,99999,,0,0,4815,1764,N,,110 E Meyer St,,Falls City,TX,78113,5823,,78113,10,1,78113582310,S,,,,1,,N,,,90% Overall probable correctness,28.981223,-98.01494,9,H,4,R,**  Centroid Lat/Long   **,48255,4825392,48255970100,482559701002,4825392,2020/08/24 16,57,41+00,-4
2344,-106.889088,34.060844,2344,NM077,El Camino Real Housing Authority,5758350196,5758353461,maryann@socorrohousing.org,5058350196,5058353461,maryann@socorrohousing.org,,,591,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),6/30,Section 8,0,0,0,0,412,412,69.71,0,591,394,95.63,0,0,0,0,2452674,2373904,0,0,548,558,393,10.82,17.99,100,10057,35,Socorro,053,978303,1,1086,,,Socorro,53,93040,Socorro CCD,73540,Socorro city (part),C1,,9999,,99999,,99999,,0,0,3502,0564,D,,301 Otero Ave E,,Socorro,NM,87801,5000,,87801,99,3,87801500099,H,1SUD,,,2,N,,N,,80% Overall probable correctness,34.060844,-106.889088,S,,R,U,** Street-Level Rooftop **,35053,3573540,35053978303,350539783031,3573540,2020/08/24 16,57,41+00,2676965
2345,-107.24911,33.130748,2345,NM020,Housing Authority of the City of Truth or Consequences,5758942244,5758940756,s.rice@torchousing.org,5758942244,5758940756,s.rice@torchousing.org,Standard Performer,MEDIUM LOW (100-299),190,MEDIUM LOW (100-299),MEDIUM LOW (100-299),6/30,Combined,100,100,100,95,140,235,81.04,3,290,251,100,257176,257176,201267,201267,877469,809335,0,0,423,423,174,18.28,14.92,96.41,9636,35,Sierra,051,962200,1,1124,,,Sierra,51,93480,Truth or Consequences East,79840,Truth or Consequences city (part),C1,,9999,,99999,,99999,,0,0,3502,0606,Y,,108 S Cedar St,,Truth Or Consequences,NM,87901,2881,,87901,8,8,87901288108,S,,,,0,,,,,100% Overall probable correctness,33.130748,-107.24911,S,,R,U,** Street-Level Rooftop **,35051,3579840,35051962200,350519622001,3579840,2020/08/24 16,57,41+00,1290086
2346,-106.773082,32.302242,2346,NM003,Mesilla Valley Public Housing Authority,5755282000,5755268452,jolvera@mvpha.org,5755282007,5755268452,jolvera@mvpha.org,Standard Performer,MEDIUM LOW (100-299),1647,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",6/30,Combined,248,248,248,236,1309,1545,81.53,12,1895,1514,97.99,797725,797725,561765,561765,7672807,7429087,0,0,477,459,1765,11.36,13.42,99.41,9492,35,Dona Ana,013,000600,3,3034,,,Dona Ana,13,91740,Las Cruces,39380,Las Cruces city (part),C1,,4100,"Las Cruces, NM MSA",29740,"Las Cruces, NM Metropolitan Statistical Area",99999,,1,0,3502,0336,Y,,926 S San Pedro St,,Las Cruces,NM,88001,3637,,88001,26,6,88001363726,S,,,,0,,,,,100% Overall probable correctness,32.302242,-106.773082,S,,R,U,** Street-Level Rooftop **,35013,3539380,35013000600,350130006003,3539380,2020/08/24 16,57,41+00,8389847
2347,-108.134949,32.762719,2347,NM024,Housing Authority of the Town of Bayard,5755372296,5755376914,jpadilla@bayardhousing.org,5755372296,5755376914,jpadilla@bayardhousing.org,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),6/30,Low-Rent,70,70,70,70,0,70,100,0,70,70,100,174356,174356,159934,159934,0,0,0,0,398,404,54,8.22,9.59,100,11128,35,Grant,017,964600,2,2017,,,Grant,17,90210,Bayard-Santa Rita,06270,Bayard city,C1,,9999,,43500,"Silver City, NM Micropolitan Statistical Area",99999,,0,1,3502,0036,D,,100 Runnels Dr,,Bayard,NM,88023,9789,,88023,99,8,88023978999,H,1SUD,,,0,,,N,,100% Overall probable correctness,32.762719,-108.134949,S,,R,U,** Street-Level Rooftop **,35017,3506270,35017964600,350179646002,3506270,2020/08/24 16,57,41+00,334290
2348,-108.167,32.7811,2348,NM029,Santa Clara Housing Authority,5755373041,5755373041,gloriaduran.scha@gmail.com,5055373041,5055373041,gloriaduran.scha@gmail.com,Standard Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),6/30,Low-Rent,32,32,32,31,0,31,96.87,0,32,31,100,97230,97230,69808,69808,0,0,0,0,449,464,17,30.19,7.55,93.55,10476,35,Grant,017,964500,,,,,Grant,17,92782,Santa Clara,70270,Santa Clara village,C1,,9999,,43500,"Silver City, NM Micropolitan Statistical Area",99999,,0,1,3502,,,,,,SANTA CLARA,NM,88026,,P,88026,14,,,,,,H,,,,,H,House # not found on this street,32.7811,-108.167,5,S,T,R,**  Centroid Lat/Long   **,35017,3570270,35017964500,,3570270,2020/08/24 16,57,41+00,167038
2349,-96.628875,33.632137,2349,TX458,Grayson County Housing Authority,9038928717,9038682649,hc@gcha.net,9038928717,9038682649,hc@gcha.net,,,353,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),12/31,Section 8,0,0,0,0,257,257,72.8,0,353,265,100,0,0,0,0,1802977,1964567,0,0,514,500,171,24.79,17.95,99.62,12540,48,Grayson,181,001700,1,1007,,,Grayson,181,91125,East Grayson,67496,Sherman city (part),C1,,7640,"Sherman-Denison, TX MSA",43300,"Sherman-Denison, TX Metropolitan Statistical Area",99999,,1,0,4804,4962,Y,,1708 W Houston St,,Sherman,TX,75092,7510,,75092,8,6,75092751008,S,,,,1,,N,,,90% Overall probable correctness,33.632137,-96.628875,S,,R,U,** Street-Level Rooftop **,48181,4867496,48181001700,481810017001,4867496,2020/08/24 16,57,41+00,1655521
2350,-119.195233,34.149926,2350,CA032,Housing Authority of the City of Port Hueneme,8059866522,8059866562,gbasua@cityofporthueneme.org,8059866501,,bconners@ci.port-hueneme.ca.us,High Performer,SMALL (50-99),279,MEDIUM LOW (100-299),MEDIUM HIGH (300-999),6/30,Combined,90,90,90,89,257,346,93.77,1,369,350,100,189222,189222,157895,157895,3529788,3467859,0,0,895,875,346,14.85,8.73,96,19155,06,Ventura,111,004400,2,2006,,,Ventura,111,92310,Oxnard,58296,Port Hueneme city,C1,,8735,"Ventura, CA PMSA",37100,"Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",99999,,1,0,0626,2874,Y,,250 N Ventura Rd,,Port Hueneme,CA,93041,3016,,93041,50,8,93041301650,S,,,,0,,,,,100% Overall probable correctness,34.149926,-119.195233,S,,R,U,** Street-Level Rooftop **,6111,658296,06111004400,061110044002,0658296,2020/08/24 16,57,41+00,3474415
2351,-119.091926,34.336049,2351,CA075,Housing Authority of the City of Santa Paula,8055253339,8055253887,,8055253339,8055253887,spharmj@aol.com,,,577,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),6/30,Section 8,0,0,0,0,529,529,91.68,0,577,526,99.43,0,0,0,0,5127317,5007781,0,0,939,900,377,23.15,9.61,100,16734,06,Ventura,111,000800,3,3016,,,Ventura,111,92930,Santa Paula,70042,Santa Paula city,C1,,8735,"Ventura, CA PMSA",37100,"Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",99999,,1,0,0626,3390,Y,,15500 W Telegraph Rd Ste B11,,Santa Paula,CA,93060,3050,,93060,21,1,93060305021,H,B11,Ste,,0,,,,,100% Overall probable correctness,34.336049,-119.091926,S,,R,U,** Street-Level Rooftop **,6111,670042,06111000800,061110008003,0670042,2020/08/24 16,57,41+00,5861187
2352,-119.695002,34.424249,2352,CA076,Housing Authority of the City of Santa Barbara,8059651071,8055647041,rfredericks@hacsb.org,8058971051,8055647041,rfredericks@hacsb.org,Standard Performer,,2782,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",3/31,Section 8,0,0,0,0,2482,2482,89.21,0,2782,2653,100,0,0,0,0,29900414,32402830,0,0,1292,1255,1281,30.3,12.65,99.77,15056,06,Santa Barbara,083,000900,1,1006,,,Santa Barbara,83,92890,Santa Barbara,69070,Santa Barbara city,C1,,7480,"Santa Barbara-Santa Maria-Lompoc, CA MSA",42200,"Santa Maria-Santa Barbara, CA Metropolitan Statistical Area",99999,,1,0,0624,3348,Y,,808 Laguna St,,Santa Barbara,CA,93101,1510,,93101,8,1,93101151008,S,,,,0,,,,,100% Overall probable correctness,34.424249,-119.695002,S,,R,U,** Street-Level Rooftop **,6083,669070,06083000900,060830009001,0669070,2020/08/24 16,57,41+00,37114007
