Notice Date,Effective Date,Received Date,Company,City,County,Employees,Layoff/Closure,company standardization first pass,Corporate Affiliation,DBA Name,County Orig,Year,Layoff/Closure clean,Population,City 2
03/19/2020,03/19/2020,05/14/2020,Culver West LP - Playa Provisions,Playa Del Rey,Los Angeles County,53.0,Layoff Temporary,CULVER WEST LP  PLAYA PROVISIONS,CULVER WEST LP  PLAYA PROVISIONS,CULVER WEST LP  PLAYA PROVISIONS,Los Angeles County,2020,layoff temporary,10039107.0,playa del rey
03/31/2020,04/03/2020,05/14/2020,"AST Textile Group, Inc.",Hawthorne,Los Angeles County,43.0,Closure Temporary,AST TEXTILE GROUP INC,AST TEXTILE GROUP INC,AST TEXTILE GROUP INC,Los Angeles County,2020,closure temporary,10039107.0,hawthorne
03/20/2020,03/18/2020,05/14/2020,"Fort Baker Retreat, Subtenant, LLC dba, TheLodge at the Golden Gate",Sausalito,Marin County,300.0,Layoff Temporary,FORT BAKER RETREAT SUBTENANT LLC DBA THELODGE AT THE GOLDEN GATE,FORT BAKER RETREAT SUBTENANT LLC,THELODGE AT THE GOLDEN GATE,Marin County,2020,layoff temporary,258826.0,sausalito
04/27/2020,04/27/2020,05/14/2020,"Clearedge Lending,",Aliso Viejo,Orange County,11.0,Layoff Permanent,CLEAREDGE LENDING,CLEAREDGE LENDING,CLEAREDGE LENDING,Orange County,2020,layoff permanent,3175692.0,aliso viejo
03/12/2020,03/13/2020,05/14/2020,"Irvine Comedy Club, LLC dba Irvine Improv",Irvine,Orange County,103.0,Layoff Temporary,IRVINE COMEDY CLUB LLC DBA IRVINE IMPROV,IRVINE COMEDY CLUB LLC,IRVINE IMPROV,Orange County,2020,layoff temporary,3175692.0,irvine
03/12/2020,03/13/2020,05/14/2020,"Levity of Brea, LLC dba Brea Improv",Brea,Orange County,79.0,Layoff Temporary,LEVITY OF BREA LLC DBA BREA IMPROV,LEVITY OF BREA LLC,BREA IMPROV,Orange County,2020,layoff temporary,3175692.0,brea
03/20/2020,03/17/2020,05/14/2020,BAILEY FOOD AND BEVERAGE GROUP DBATHE LIBRARY GENTLEMEN'S,Anaheim,Orange County,155.0,Layoff Unknown at thistime,BAILEY FOOD AND BEVERAGE GROUP DBATHE LIBRARY GENTLEMENS,BAILEY FOOD AND BEVERAGE GROUP,THE LIBRARY GENTLEMENS,Orange County,2020,layoff type uncategorized,3175692.0,anaheim
03/19/2020,03/19/2020,05/14/2020,Marriott Rancho Cordova,Rancho Cordova,Sacramento County,100.0,Layoff Unknown at thistime,MARRIOTT RANCHO CORDOVA,MARRIOTT,MARRIOTT RANCHO CORDOVA,Sacramento County,2020,layoff type uncategorized,1552058.0,rancho cordova
03/12/2020,03/13/2020,05/14/2020,"Comedy Club of Brea, LLC dba Ontario Improv",Ontario,San Bernardino County,58.0,Layoff Temporary,COMEDY CLUB OF BREA LLC DBA ONTARIO IMPROV,COMEDY CLUB,ONTARIO IMPROV,San Bernardino County,2020,layoff temporary,2180085.0,ontario
03/28/2020,04/01/2020,05/14/2020,Valley Ho Hotels aka Kings Inn,San Diego,San Diego County,82.0,Layoff Unknown at thistime,VALLEY HO HOTELS AKA KINGS INN,VALLEY HO HOTELS AKA KINGS INN,VALLEY HO HOTELS AKA KINGS INN,San Diego County,2020,layoff type uncategorized,3338330.0,san diego
03/28/2020,04/02/2020,05/14/2020,Westward Ho Hotel aka Kings Inn,San Diego,San Diego County,33.0,Layoff Temporary,WESTWARD HO HOTEL AKA KINGS INN,WESTWARD HO HOTEL AKA KINGS INN,WESTWARD HO HOTEL AKA KINGS INN,San Diego County,2020,layoff temporary,3338330.0,san diego
03/25/2020,03/25/2020,05/14/2020,ANDRE-BOUDIN BAKERIES,San Marcos,San Diego County,33.0,Layoff Temporary,ANDREBOUDIN BAKERIES,ANDREBOUDIN BAKERIES INC,ANDREBOUDIN BAKERIES,San Diego County,2020,layoff temporary,3338330.0,san marcos
04/07/2020,04/01/2020,05/14/2020,Avianca,San Francisco,San Francisco County,1.0,Layoff Temporary,AVIANCA,AVIANCA,AVIANCA,San Francisco County,2020,layoff temporary,881549.0,san francisco
03/12/2020,03/13/2020,05/14/2020,"Comedy Club of San Jose, LLC dba San JoseImprov",San Jose,Santa Clara County,62.0,Layoff Temporary,COMEDY CLUB OF SAN JOSE LLC DBA SAN JOSEIMPROV,COMEDY CLUB,SAN JOSEIMPROV,Santa Clara County,2020,layoff temporary,1927852.0,san jose
05/01/2020,05/01/2020,05/14/2020,"Bright Event Rentals, LLC",Sonoma,Sonoma County,28.0,Layoff Permanent,BRIGHT EVENT RENTALS LLC,BRIGHT EVENT RENTALS LLC,BRIGHT EVENT RENTALS LLC,Sonoma County,2020,layoff permanent,494336.0,sonoma
04/28/2020,04/28/2020,05/14/2020,IVI Hotel Management,Tulare,Tulare County,11.0,Layoff Permanent,IVI HOTEL MANAGEMENT,IVI HOTEL MANAGEMENT OF CALIFORNIA,IVI HOTEL MANAGEMENT,Tulare County,2020,layoff permanent,466195.0,tulare
03/12/2020,03/13/2020,05/14/2020,"Comedy Club of Oxnard, LLC dba OxnardLevity Live",Oxnard,Ventura County,100.0,Layoff Temporary,COMEDY CLUB OF OXNARD LLC DBA OXNARDLEVITY LIVE,COMEDY CLUB,OXNARDLEVITY LIVE,Ventura County,2020,layoff temporary,846006.0,oxnard
03/31/2020,03/31/2020,05/14/2020,Urbane Cafe,Camarillo,Ventura County,8.0,Layoff Temporary,URBANE CAFE,URBANE CAFE,URBANE CAFE,Ventura County,2020,layoff temporary,846006.0,camarillo
03/31/2020,03/31/2020,05/14/2020,URBANE CAFE,Oxnard,Ventura County,6.0,Layoff Temporary,URBANE CAFE,URBANE CAFE,URBANE CAFE,Ventura County,2020,layoff temporary,846006.0,oxnard
04/28/2020,04/28/2020,05/14/2020,IVI Hotel Management of California,Davis,Yolo County,14.0,Layoff Permanent,IVI HOTEL MANAGEMENT OF CALIFORNIA,IVI HOTEL MANAGEMENT OF CALIFORNIA,IVI HOTEL MANAGEMENT OF CALIFORNIA,Yolo County,2020,layoff permanent,220500.0,davis
03/22/2020,03/20/2020,05/14/2020,SCOTW lnc Pari-Mutuel Operations,Arcadia,Los Angeles County,178.0,Closure Temporary,SCOTW LNC PARIMUTUEL OPERATIONS,SCOTW LNC PARIMUTUEL OPERATIONS,SCOTW LNC PARIMUTUEL OPERATIONS,Los Angeles County,2020,closure temporary,10039107.0,arcadia
05/04/2020,05/08/2020,05/14/2020,"Mattel HQ, Inc. dba Mattel",El Segundo,Los Angeles County,139.0,Layoff Temporary,MATTEL HQ INC DBA MATTEL,MATTEL HQ INC,MATTEL,Los Angeles County,2020,layoff temporary,10039107.0,el segundo
03/18/2020,03/18/2020,05/14/2020,"Boudin Properties Operating Company, Inc.dba Boudin",San Francisco,San Francisco County,212.0,Layoff Permanent,BOUDIN PROPERTIES OPERATING COMPANY INC DBA BOUDIN,BOUDIN PROPERTIES OPERATING COMPANY INC,BOUDIN,San Francisco County,2020,layoff permanent,881549.0,san francisco
03/23/2020,03/23/2020,05/14/2020,Grand Hyatt at SFO,San Francisco,San Francisco County,224.0,Layoff Temporary,GRAND HYATT AT SFO,HYATT,GRAND HYATT AT SFO,San Francisco County,2020,layoff temporary,881549.0,san francisco
03/26/2020,03/23/2020,05/14/2020,DAA Draexlmaier Automotive of America LLC,Livermore,Alameda County,99.0,Layoff Temporary,DAA DRAEXLMAIER AUTOMOTIVE OF AMERICA LLC,DAA DRAEXLMAIER AUTOMOTIVE OF AMERICA LLC,DAA DRAEXLMAIER AUTOMOTIVE OF AMERICA LLC,Alameda County,2020,layoff temporary,1671329.0,livermore
03/23/2020,03/23/2020,05/14/2020,"Lulu's Fashion Lounge, LLC",Chico,Butte County,213.0,Layoff Temporary,LULUS FASHION LOUNGE LLC,LULUS FASHION LOUNGE LLC,LULUS FASHION LOUNGE LLC,Butte County,2020,layoff temporary,219186.0,chico
03/24/2020,03/24/2020,05/14/2020,FAA CONCORD H DBA CONCORD HONDA,Concord,Contra Costa County,49.0,Layoff Unknown at thistime,FAA CONCORD H DBA CONCORD HONDA,FAA CONCORD H,CONCORD HONDA,Contra Costa County,2020,layoff type uncategorized,1153526.0,concord
03/16/2020,03/16/2020,05/14/2020,"Sprout Bost, LLC",Los Angeles,Los Angeles County,56.0,Layoff Temporary,SPROUT BOST LLC,SPROUT LLC,SPROUT BOST LLC,Los Angeles County,2020,layoff temporary,10039107.0,los angeles
03/20/2020,03/20/2020,05/14/2020,Interspace Battery Company,West Covina,Los Angeles County,32.0,Closure Temporary,INTERSPACE BATTERY COMPANY,INTERSPACE BATTERY COMPANY,INTERSPACE BATTERY COMPANY,Los Angeles County,2020,closure temporary,10039107.0,west covina
03/20/2020,03/20/2020,05/14/2020,Concorde Battery,West Covina,Los Angeles County,32.0,Layoff Temporary,CONCORDE BATTERY,CONCORDE BATTERY,CONCORDE BATTERY,Los Angeles County,2020,layoff temporary,10039107.0,west covina
03/20/2020,03/16/2020,05/14/2020,"Saffrronita, LLC dba Bavel",Los Angeles,Los Angeles County,122.0,Layoff Temporary,SAFFRRONITA LLC DBA BAVEL,SAFFRRONITA LLC,BAVEL,Los Angeles County,2020,layoff temporary,10039107.0,los angeles
03/20/2020,03/16/2020,05/14/2020,"Tsubaki, LLC",Los Angeles,Los Angeles County,27.0,Layoff Temporary,TSUBAKI LLC,TSUBAKI LLC,TSUBAKI LLC,Los Angeles County,2020,layoff temporary,10039107.0,los angeles
03/20/2020,03/20/2020,05/14/2020,"Sprout LA, LLC",Torrance,Los Angeles County,11.0,Layoff Temporary,SPROUT LA LLC,SPROUT LLC,SPROUT LA LLC,Los Angeles County,2020,layoff temporary,10039107.0,torrance
03/24/2020,03/26/2020,05/14/2020,Quail Lodge & Golf Club,Carmel,Monterey County,213.0,Layoff Temporary,QUAIL LODGE  GOLF CLUB,QUAIL LODGE  GOLF CLUB,QUAIL LODGE  GOLF CLUB,Monterey County,2020,layoff temporary,434061.0,carmel
05/07/2020,05/07/2020,05/14/2020,Aluminum Precision Products,Santa Ana,Orange County,82.0,Layoff Permanent,ALUMINUM PRECISION PRODUCTS,ALUMINUM PRECISION PRODUCTS,ALUMINUM PRECISION PRODUCTS,Orange County,2020,layoff permanent,3175692.0,santa ana
03/21/2020,03/20/2020,05/14/2020,"San Dimas Luggage Co., Inc.",Ontario,San Bernardino County,86.0,Closure Temporary,SAN DIMAS LUGGAGE CO INC,SAN DIMAS LUGGAGE CO INC,SAN DIMAS LUGGAGE CO INC,San Bernardino County,2020,closure temporary,2180085.0,ontario
03/25/2020,03/26/2020,05/14/2020,"FISHERMAN'S WHARF SOURDOUGHFRENCH BREAD BAKERIES, INC DBABOUDIN",San Francisco,San Francisco County,4.0,Layoff Temporary,FISHERMANS WHARF SOURDOUGHFRENCH BREAD BAKERIES INC DBABOUDIN,FISHERMANS WHARF SOURDOUGHFRENCH BREAD BAKERIES INC,BOUDIN,San Francisco County,2020,layoff temporary,881549.0,san francisco
03/21/2020,03/21/2020,05/14/2020,HMSHost,San Francisco,San Francisco County,134.0,Layoff Temporary,HMSHOST,HMSHOST,HMSHOST,San Francisco County,2020,layoff temporary,881549.0,san francisco
03/31/2020,04/01/2020,05/14/2020,Crunch,San Mateo,San Mateo County,79.0,Layoff Temporary,CRUNCH,CRUNCH LLC,CRUNCH,San Mateo County,2020,layoff temporary,766573.0,san mateo
03/18/2020,03/18/2020,05/14/2020,"Andre-Boudin Bakeries Inc., dba Boudin",San Jose,Santa Clara County,65.0,Layoff Permanent,ANDREBOUDIN BAKERIES INC DBA BOUDIN,ANDREBOUDIN BAKERIES INC,BOUDIN,Santa Clara County,2020,layoff permanent,1927852.0,san jose
05/08/2020,03/15/2020,05/14/2020,Roaring Camp Railroads,Felton,Santa Cruz County,48.0,Closure Temporary,ROARING CAMP RAILROADS,ROARING CAMP RAILROADS,ROARING CAMP RAILROADS,Santa Cruz County,2020,closure temporary,273213.0,felton
05/04/2020,05/29/2020,05/13/2020,"Tulkoff Food Products West, Inc",Pittsburg,Contra Costa County,33.0,Closure Permanent,TULKOFF FOOD PRODUCTS WEST INC,TULKOFF FOOD PRODUCTS WEST INC,TULKOFF FOOD PRODUCTS WEST INC,Contra Costa County,2020,closure permanent,1153526.0,pittsburg
04/21/2020,04/21/2020,05/13/2020,Adventist Health Tehachapi Valley,Tehachapi,Kern County,3.0,Layoff Permanent,ADVENTIST HEALTH TEHACHAPI VALLEY,ADVENTIST HEALTH,ADVENTIST HEALTH TEHACHAPI VALLEY,Kern County,2020,layoff permanent,900202.0,tehachapi
04/21/2020,04/21/2020,05/13/2020,Adventist Health Tehachapi Valley,Tehachapi,Kern County,10.0,Layoff Temporary,ADVENTIST HEALTH TEHACHAPI VALLEY,ADVENTIST HEALTH,ADVENTIST HEALTH TEHACHAPI VALLEY,Kern County,2020,layoff temporary,900202.0,tehachapi
03/20/2020,03/17/2020,05/13/2020,BRIGHTON COLLECTIBLES LLC,Gardena,Los Angeles County,654.0,Closure Temporary,BRIGHTON COLLECTIBLES,BRIGHTON COLLECTIBLES,BRIGHTON COLLECTIBLES,Los Angeles County,2020,closure temporary,10039107.0,gardena
04/22/2020,04/23/2020,05/13/2020,The Cheesecake Factory Inc.,Agoura Hills,Los Angeles County,110.0,Layoff Temporary,THE CHEESECAKE FACTORY INC,THE CHEESECAKE FACTORY,THE CHEESECAKE FACTORY INC,Los Angeles County,2020,layoff temporary,10039107.0,agoura hills
04/13/2020,04/03/2020,05/13/2020,"Goodwill Industries of Southern California, LosAngeles County",Burbank,Los Angeles County,100.0,Layoff Temporary,GOODWILL INDUSTRIES,GOODWILL,GOODWILL INDUSTRIES,Los Angeles County,2020,layoff temporary,10039107.0,burbank
04/13/2020,04/03/2020,05/13/2020,"Goodwill Industries of Southern California, LosAngeles County",Downey,Los Angeles County,24.0,Layoff Temporary,GOODWILL INDUSTRIES,GOODWILL,GOODWILL INDUSTRIES,Los Angeles County,2020,layoff temporary,10039107.0,downey
04/13/2020,04/03/2020,05/13/2020,"Goodwill Industries of Southern California, LosAngeles County",Hawthorne,Los Angeles County,20.0,Layoff Temporary,GOODWILL INDUSTRIES,GOODWILL,GOODWILL INDUSTRIES,Los Angeles County,2020,layoff temporary,10039107.0,hawthorne
04/13/2020,04/03/2020,05/13/2020,"Goodwill Industries of Southern California, LosAngeles County",Montebello,Los Angeles County,483.0,Layoff Temporary,GOODWILL INDUSTRIES,GOODWILL,GOODWILL INDUSTRIES,Los Angeles County,2020,layoff temporary,10039107.0,montebello
04/13/2020,04/03/2020,05/13/2020,"Goodwill Industries of Southern California, LosAngeles County",Northridge,Los Angeles County,506.0,Layoff Temporary,GOODWILL INDUSTRIES,GOODWILL,GOODWILL INDUSTRIES,Los Angeles County,2020,layoff temporary,10039107.0,northridge
04/13/2020,04/03/2020,05/13/2020,"Goodwill Industries of Southern California, LosAngeles County",Pasadena,Los Angeles County,48.0,Layoff Temporary,GOODWILL INDUSTRIES,GOODWILL,GOODWILL INDUSTRIES,Los Angeles County,2020,layoff temporary,10039107.0,pasadena
05/06/2020,03/31/2020,05/13/2020,Tom's Restaurant,Pasadena,Los Angeles County,21.0,Layoff Temporary,TOMS RESTAURANT,TOMS RESTAURANT,TOMS RESTAURANT,Los Angeles County,2020,layoff temporary,10039107.0,pasadena
05/07/2020,05/07/2020,05/13/2020,"Glassdoor, Inc.",Mill Valley,Marin County,81.0,Layoff Permanent,GLASSDOOR INC,GLASSDOOR INC,GLASSDOOR INC,Marin County,2020,layoff permanent,258826.0,mill valley
03/30/2020,05/05/2020,05/13/2020,Saddleback Valley Christian School,San Juan Capistrano,Orange County,150.0,Closure Permanent,SADDLEBACK VALLEY CHRISTIAN SCHOOL,SADDLEBACK VALLEY CHRISTIAN SCHOOL,SADDLEBACK VALLEY CHRISTIAN SCHOOL,Orange County,2020,closure permanent,3175692.0,san juan capistrano
04/22/2020,04/23/2020,05/13/2020,"The Cheesecake Factory, Inc.",Irvine,Orange County,17.0,Layoff Temporary,THE CHEESECAKE FACTORY INC,THE CHEESECAKE FACTORY,THE CHEESECAKE FACTORY INC,Orange County,2020,layoff temporary,3175692.0,irvine
04/22/2020,04/09/2020,05/13/2020,Hardin Honda,Anaheim,Orange County,20.0,Layoff Permanent,HARDIN HONDA,HARDIN HONDA,HARDIN HONDA,Orange County,2020,layoff permanent,3175692.0,anaheim
05/04/2020,06/24/2020,05/13/2020,Marcos & Javier's LLC,Irvine,Orange County,165.0,Layoff Temporary,MARCOS  JAVIERS LLC,MARCOS  JAVIERS LLC,MARCOS  JAVIERS LLC,Orange County,2020,layoff temporary,3175692.0,irvine
05/06/2020,04/06/2020,05/13/2020,"DH Dental Employment Services, LLC",Brea,Orange County,175.0,Layoff Temporary,DH DENTAL EMPLOYMENT SERVICES LLC,DH DENTAL EMPLOYMENT SERVICES LLC,DH DENTAL EMPLOYMENT SERVICES LLC,Orange County,2020,layoff temporary,3175692.0,brea
05/07/2020,05/11/2020,05/13/2020,JC RESORTS DBA SURF & SAND RESORT,Laguna Beach,Orange County,255.0,Layoff Temporary,JC RESORTS DBA SURF  SAND RESORT,JC RESORTS,SURF  SAND RESORT,Orange County,2020,layoff temporary,3175692.0,laguna beach
04/22/2020,04/27/2020,05/13/2020,ClearCaptions LLC,Roseville,Placer County,10.0,Layoff Temporary,CLEARCAPTIONS LLC,CLEARCAPTIONS LLC,CLEARCAPTIONS LLC,Placer County,2020,layoff temporary,398329.0,roseville
04/27/2020,04/27/2020,05/13/2020,Augustine Casino,Coachella,Riverside County,71.0,Layoff Permanent,AUGUSTINE CASINO,AUGUSTINE CASINO,AUGUSTINE CASINO,Riverside County,2020,layoff permanent,2470546.0,coachella
05/07/2020,05/11/2020,05/13/2020,JC RESORTS DBA CATHEDRAL CANYONGOLF CLUB,Cathedral City,Riverside County,7.0,Layoff Temporary,JC RESORTS DBA CATHEDRAL CANYON GOLF CLUB,JC RESORTS,CATHEDRAL CANYON GOLF CLUB,Riverside County,2020,layoff temporary,2470546.0,cathedral city
05/07/2020,05/11/2020,05/13/2020,JC RESORTS DBA LOS SERRANOS GOLFCLUB,Chino Hills,San Bernardino County,42.0,Layoff Temporary,JC RESORTS DBA LOS SERRANOS GOLF CLUB,JC RESORTS,LOS SERRANOS GOLF CLUB,San Bernardino County,2020,layoff temporary,2180085.0,chino hills
05/07/2020,05/18/2020,05/13/2020,"Novolex Bagcraft, Inc.",Rancho Cucamonga,San Bernardino County,100.0,Layoff Temporary,NOVOLEX BAGCRAFT INC,NOVOLEX BAGCRAFT INC,NOVOLEX BAGCRAFT INC,San Bernardino County,2020,layoff temporary,2180085.0,rancho cucamonga
05/07/2020,05/11/2020,05/13/2020,JC RESORTS LLC,Carlsbad,San Diego County,40.0,Layoff Temporary,JC RESORTS LLC,JC RESORTS,JC RESORTS LLC,San Diego County,2020,layoff temporary,3338330.0,carlsbad
04/23/2020,04/23/2020,05/13/2020,"C.R. Laurence Co., Inc.",San Diego,San Diego County,4.0,Layoff Temporary,CR LAURENCE CO INC,CR LAURENCE CO INC,CR LAURENCE CO INC,San Diego County,2020,layoff temporary,3338330.0,san diego
05/08/2020,05/15/2020,05/13/2020,Stafford House International,San Francisco,San Francisco County,21.0,Layoff Temporary,STAFFORD HOUSE INTERNATIONAL,STAFFORD HOUSE INTERNATIONAL,STAFFORD HOUSE INTERNATIONAL,San Francisco County,2020,layoff temporary,881549.0,san francisco
05/07/2020,05/07/2020,05/13/2020,"Deliv, Inc., dba Deliv California Inc.",Menlo Park,San Mateo County,669.0,Layoff Permanent,DELIV INC DBA DELIV CALIFORNIA INC,DELIV INC,DELIV CALIFORNIA INC,San Mateo County,2020,layoff permanent,766573.0,menlo park
05/01/2020,03/31/2020,05/13/2020,YMCA of San Francisco,San Mateo,San Mateo County,197.0,Layoff Temporary,YMCA OF SAN FRANCISCO,YMCA,YMCA OF SAN FRANCISCO,San Mateo County,2020,layoff temporary,766573.0,san mateo
05/06/2020,07/10/2020,05/13/2020,Safran Seats dba Safran,Santa Maria,Santa Barbara County,64.0,Layoff Permanent,SAFRAN SEATS DBA SAFRAN,SAFRAN LLC,SAFRAN,Santa Barbara County,2020,layoff permanent,446499.0,santa maria
05/06/2020,05/11/2020,05/13/2020,"Molecular Devices, LLC",San Jose,Santa Clara County,60.0,Layoff Temporary,MOLECULAR DEVICES LLC,MOLECULAR DEVICES LLC,MOLECULAR DEVICES LLC,Santa Clara County,2020,layoff temporary,1927852.0,san jose
05/07/2020,07/07/2020,05/13/2020,Rubrik,Palo Alto,Santa Clara County,57.0,Layoff Permanent,RUBRIK,RUBRIK,RUBRIK,Santa Clara County,2020,layoff permanent,1927852.0,palo alto
04/13/2020,04/10/2020,05/13/2020,Fox Factory Inc.,Watsonville,Santa Cruz County,85.0,Layoff Temporary,FOX FACTORY INC,FOX FACTORY INC,FOX FACTORY INC,Santa Cruz County,2020,layoff temporary,273213.0,watsonville
04/28/2020,04/28/2020,05/13/2020,IVI Hotel Management of California,Davis,Yolo County,1.0,Layoff Temporary,IVI HOTEL MANAGEMENT OF CALIFORNIA,IVI HOTEL MANAGEMENT OF CALIFORNIA,IVI HOTEL MANAGEMENT OF CALIFORNIA,Yolo County,2020,layoff temporary,220500.0,davis
04/14/2020,03/10/2020,05/13/2020,Avis Budget Rental Services Inc.,Los Angeles,Los Angeles County,466.0,Layoff Temporary,AVIS BUDGET RENTAL SERVICES INC,AVIS BUDGET CAR RENTAL LLC,AVIS BUDGET RENTAL SERVICES INC,Los Angeles County,2020,layoff temporary,10039107.0,los angeles
05/07/2020,05/03/2020,05/13/2020,UNIVERSAL CITY STUDIOS DBAUNIVERSAL STUDIOS HOLLYWOOD,Universal City,Los Angeles County,3025.0,Layoff Temporary,UNIVERSAL CITY STUDIOS DBAUNIVERSAL STUDIOS HOLLYWOOD,UNIVERSAL CITY STUDIOS LLC,UNIVERSAL STUDIOS HOLLYWOOD,Los Angeles County,2020,layoff temporary,10039107.0,universal city
05/07/2020,05/07/2020,05/13/2020,Queen Mary Hotel - Urban CommonsQueensway,Long Beach,Los Angeles County,480.0,Layoff Unknown at thistime,QUEEN MARY HOTEL  URBAN COMMONSQUEENSWAY,QUEEN MARY HOTEL,QUEEN MARY HOTEL  URBAN COMMONSQUEENSWAY,Los Angeles County,2020,layoff type uncategorized,10039107.0,long beach
05/04/2020,04/23/2020,05/13/2020,"Southern Glazer&rsquo;s Wine and Spirits, LLC",Cerritos,Los Angeles County,10.0,Layoff Temporary,SOUTHERN GLAZERRSQUOS WINE AND SPIRITS LLC,SOUTHERN GLAZERS WINE AND SPIRITS LLC,SOUTHERN GLAZERRSQUOS WINE AND SPIRITS LLC,Los Angeles County,2020,layoff temporary,10039107.0,cerritos
05/04/2020,05/11/2020,05/13/2020,Vista Metals Corp,Fontana,San Bernardino County,55.0,Layoff Permanent,VISTA METALS CORP,VISTA METALS CORP,VISTA METALS CORP,San Bernardino County,2020,layoff permanent,2180085.0,fontana
04/22/2020,03/19/2020,05/13/2020,Sysco San Diego Inc.,Poway,San Diego County,116.0,Layoff Permanent,SYSCO SAN DIEGO,SYSCO,SYSCO SAN DIEGO,San Diego County,2020,layoff permanent,3338330.0,poway
04/22/2020,04/08/2020,05/13/2020,Sysco San Diego,Poway,San Diego County,8.0,Layoff Temporary,SYSCO SAN DIEGO,SYSCO,SYSCO SAN DIEGO,San Diego County,2020,layoff temporary,3338330.0,poway
03/25/2020,03/19/2020,05/13/2020,HOLIDAY INN SAN FRANCISCO GOLDENGATEWAY,San Francisco,San Francisco County,34.0,Layoff Temporary,HOLIDAY INN SAN FRANCISCO GOLDEN GATEWAY,HILTON,HOLIDAY INN SAN FRANCISCO GOLDEN GATEWAY,San Francisco County,2020,layoff temporary,881549.0,san francisco
04/02/2020,04/09/2020,05/13/2020,SFMOMA,San Francisco,San Francisco County,131.0,Layoff Permanent,SFMOMA,SFMOMA,SFMOMA,San Francisco County,2020,layoff permanent,881549.0,san francisco
05/07/2020,03/13/2020,05/13/2020,"California Teaching Fellows Foundation, dbaCTFF",Fresno,Fresno County,460.0,Layoff Temporary,CALIFORNIA TEACHING FELLOWS FOUNDATION DBACTFF,CALIFORNIA TEACHING FELLOWS FOUNDATION,CTFF,Fresno County,2020,layoff temporary,999101.0,fresno
03/30/2020,03/16/2020,05/13/2020,Granville Cafe,Encino,Los Angeles County,198.0,Layoff Temporary,GRANVILLE CAFE,GRANVILLE CAFE,GRANVILLE CAFE,Los Angeles County,2020,layoff temporary,10039107.0,encino
03/30/2020,03/16/2020,05/13/2020,"Granville Cafe DBA Community Restaurants,Inc.",Burbank,Los Angeles County,150.0,Layoff Temporary,GRANVILLE CAFE DBA COMMUNITY RESTAURANTSINC,GRANVILLE CAFE,COMMUNITY RESTAURANTSINC,Los Angeles County,2020,layoff temporary,10039107.0,burbank
03/30/2020,03/16/2020,05/13/2020,"Granville Cafe DBA Granville Pasadena, LLC",Pasadena,Los Angeles County,100.0,Layoff Temporary,GRANVILLE CAFE DBA GRANVILLE PASADENA LLC,GRANVILLE CAFE,GRANVILLE PASADENA LLC,Los Angeles County,2020,layoff temporary,10039107.0,pasadena
